Method,Run,BestSol,EuclideanCost,ManhattanCost,ExecutionTime,alpha,finalTemp,initialTemp,rainSpeed,tolerance,waterFinalLevel
SA,0,14 15 17 11 7 13 2 16 5 10 12 3 1 6 4 8 0 9,29.66562126173752,37,0.14918851852416992,0.95,4.058423848611745e-49,1000,,,
RRT,0,13 11 7 2 16 5 3 10 12 1 6 4 8 17 15 0 14 9,38.4136853595328,46,0.3447549343109131,0.125,,,,6.482907802789555,
GDA,0,2 13 11 17 15 14 9 8 4 6 1 3 12 10 5 16 7 0,31.2355397746595,39,0.43060827255249023,,,,0.008756473805187587,,25.568903511142263
SA,1,15 17 11 13 2 16 5 10 12 3 1 6 4 8 0 14 9 7,27.837194136991332,34,0.17202544212341309,0.95,2.0716982926248772e-50,1000,,,
RRT,1,11 17 16 7 13 2 5 12 1 3 6 4 8 9 15 14 0 10,41.54576319811727,51,0.13273239135742188,0.125,,,,7.200019206397522,
GDA,1,12 11 13 17 7 2 16 5 10 1 14 8 3 6 4 0 9 15,55.102482095318535,67,0.11534833908081055,,,,0.008756473805187587,,72.76629732110072
SA,2,9 14 15 17 11 7 13 2 16 5 10 12 3 1 6 4 8 0,30.90168923923731,39,0.13710904121398926,0.95,1.5839171962356818e-43,1000,,,
RRT,2,5 16 11 7 13 2 15 17 14 9 8 4 6 1 10 12 3 0,39.70924315280293,48,0.15604043006896973,0.125,,,,6.778059064626902,
GDA,2,4 8 14 9 11 17 15 7 13 2 16 5 3 12 3 1 10 6 0,42.26086284235476,52,0.27016472816467285,,,,0.008756473805187587,,45.20967425617549
