Method,Run,BestSol,EuclideanCost,ManhattanCost,ExecutionTime,alpha,finalTemp,initialTemp,rainSpeed,tolerance,waterFinalLevel
SA,0,5 3 4 1 2 0,9.019764837837084,11,0.08517289161682129,0.95,5.73333119567962e-24,1000,,,
RRT,0,5 3 4 1 2 0,9.019764837837084,11,0.0831904411315918,0.125,,,,2.8768838548776694,
GDA,0,3 5 4 1 2 0,9.848191962583273,13,0.05336189270019531,,,,0.00186064891884624,,16.269514146391312
SA,1,5 3 4 1 2 0,9.019764837837084,11,0.07312965393066406,0.95,7.33246530164685e-35,1000,,,
RRT,1,5 3 4 1 2 0,9.019764837837084,11,0.08915352821350098,0.125,,,,3.2980420325251067,
GDA,1,5 3 4 1 2 0,9.019764837837084,11,0.057761192321777344,,,,0.00186064891884624,,15.620147673713916
SA,2,5 3 4 1 2 0,9.019764837837084,11,0.049310922622680664,0.95,1.230595121116156e-24,1000,,,
RRT,2,5 4 3 1 2 0,9.848191962583273,13,0.07731080055236816,0.125,,,,1.928684986994991,
GDA,2,2 3 5 4 1 0,9.848191962583275,13,0.08531808853149414,,,,0.00186064891884624,,16.124383530721293
