Method,Run,BestSol,EuclideanCost,ManhattanCost,ExecutionTime,alpha,finalTemp,initialTemp,rainSpeed,tolerance,waterFinalLevel
SA,0,4 2 5 8 9 6 3 7 0 1,19.2892801989182,24,0.08449673652648926,0.95,1.1052516557862815e-34,1000,,,
RRT,0,7 3 6 9 2 4 5 8 0 1,21.73255381421381,27,0.09474873542785645,0.125,,,,5.110702351673449,
GDA,0,2 4 5 6 7 3 9 0 8 1,24.83520647124919,31,0.08568453788757324,,,,0.004741991700643301,,40.487125140096126
SA,1,4 2 5 8 9 6 3 7 0 1,19.2892801989182,24,0.09035348892211914,0.95,6.005956739306023e-34,1000,,,
RRT,1,4 2 5 8 9 6 3 7 0 1,19.2892801989182,24,0.08738446235656738,0.125,,,,6.302638839111546,
GDA,1,4 2 5 8 7 3 6 9 0 1,19.879453805634558,24,0.21097517013549805,,,,0.004741991700643301,,22.941755847718287
SA,2,4 2 5 8 9 6 3 7 0 1,19.2892801989182,24,0.0977017879486084,0.95,2.455457612920801e-38,1000,,,
RRT,2,4 2 5 8 9 6 3 7 0 1,19.2892801989182,24,0.14565682411193848,0.125,,,,5.590306199526003,
GDA,2,6 3 7 9 8 5 4 2 0 1,24.369643225869105,32,0.10280513763427734,,,,0.004741991700643301,,36.64136987087642
