Method,Run,BestSol,EuclideanCost,ManhattanCost,alpha,finalTemp,initialTemp,rainSpeed,tolerance,waterFinalLevel
SA,0,24 11 19 30 32 28 16 10 20 6 14 18 15 22 3 9 21 31 12 25 13 5 4 27 29 7 8 26 2 23 17 33 1 0,51.054671684320255,62,0.95,9.354086626894067e-83,1000,,,
RRT,0,17 23 26 2 13 9 19 33 14 10 6 20 16 28 16 15 3 5 8 7 29 27 4 12 31 21 9 25 32 30 19 24 11 0 18 1 22,86.45871524129687,106,0.125,,,,7.751919089315977,
GDA,0,27 4 5 13 25 12 31 3 7 26 2 8 29 9 21 19 30 10 23 33 17 22 15 1 6 20 14 18 16 32 28 11 24 0 1,70.07999475201551,83,,,,0.018520158419118995,,54.634467336424336
SA,1,27 4 5 3 13 25 12 31 21 9 30 32 28 16 10 20 6 33 17 23 8 29 7 26 2 15 22 18 1 14 0 24 11 19,52.417582272664966,63,0.95,3.572415365939112e-90,1000,,,
RRT,1,29 8 25 12 31 13 21 9 16 10 11 24 19 30 14 18 20 28 32 10 15 23 33 6 17 5 4 27 26 7 2 3 22 1 0,84.75032263967496,108,0.125,,,,6.803131351162415,
GDA,1,15 18 5 19 24 11 19 24 14 6 3 13 27 25 4 31 21 9 28 2 17 26 2 22 33 23 8 10 32 30 12 29 7 0 16 1 20,124.56361453438981,156,,,,0.018520158419118995,,137.2528940441201
SA,2,5 3 16 28 24 11 19 30 32 9 21 31 12 25 13 4 27 29 7 8 26 2 22 15 23 17 33 6 20 14 1 18 10 0,52.298000502184735,63,0.95,3.15007993648462e-85,1000,,,
RRT,2,11 30 9 31 25 12 21 13 5 32 24 28 16 0 19 10 18 23 17 33 22 8 29 4 27 2 7 26 3 15 6 20 14 1 0,78.4562573964827,97,0.125,,,,10.63759188974265,
GDA,2,17 6 14 32 13 31 12 25 4 27 5 3 10 30 11 24 21 9 19 16 28 22 18 15 33 23 2 29 7 8 26 1 20 0,75.79481268791487,92,,,,0.018520158419118995,,60.93132119892579
SA,3,17 23 33 6 20 16 28 11 19 30 32 9 13 21 31 12 25 4 27 5 3 2 29 7 8 26 15 22 18 1 14 0 24 10,56.46888524669335,68,0.95,8.530757279621719e-72,1000,,,
RRT,3,22 14 20 17 23 33 18 10 15 10 20 6 30 28 32 19 9 21 25 12 4 13 5 2 26 8 29 7 27 3 16 0 1 24 11 31,84.1435881178015,104,0.125,,,,6.336493103826553,
GDA,3,11 24 32 18 10 22 15 6 20 17 20 3 30 19 9 21 31 12 13 29 7 5 4 27 2 8 26 33 23 1 14 16 0 28 25,75.60090050595124,89,,,,0.018520158419118995,,59.54230931749164
SA,4,32 30 19 9 21 31 12 25 13 5 4 27 29 2 26 8 7 3 22 15 23 17 33 6 20 14 18 10 16 28 0 24 11 1,49.83735406489622,61,0.95,2.0861971048807906e-131,1000,,,
RRT,4,27 4 25 7 29 26 2 8 15 33 6 17 23 20 18 30 19 24 9 11 10 16 32 28 14 22 3 5 12 21 13 31 0 1,91.67223226801865,109,0.125,,,,6.613224132247902,
GDA,4,23 7 2 1 5 17 3 22 20 15 8 26 33 22 25 13 31 12 21 9 4 27 29 4 30 0 6 16 11 10 32 24 19 33 18 28 0 1 14,128.81541706014968,165,,,,0.018520158419118995,,147.43898117462933
