Method,Run,BestSol,EuclideanCost,ManhattanCost,alpha,finalTemp,initialTemp,rainSpeed,tolerance,waterFinalLevel
SA,0,29 5 25 15 23 7 22 8 26 21 30 2 11 20 18 10 12 31 13 3 19 4 24 27 9 6 33 28 17 32 14 16 1 0,41.13556291411146,46,0.95,3.009420963231055e-84,1000,,,
RRT,0,15 29 5 25 2 8 30 22 20 21 26 23 18 10 7 11 31 19 12 33 28 32 14 17 6 9 27 24 4 3 13 1 14 16 0,65.95149082444456,83,0.125,,,,7.225855002921195,
GDA,0,20 2 21 26 8 30 22 7 18 11 3 13 31 10 12 6 19 24 9 27 14 28 33 17 32 16 23 29 5 25 15 1 4 0,60.71245432942375,75,,,,0.013551035766560778,,48.86503497424692
SA,1,10 31 12 6 17 32 16 14 28 33 9 27 24 4 19 3 13 11 20 30 2 21 8 26 22 7 18 23 29 5 25 15 1 0,44.1377572167371,53,0.95,7.088289380140482e-105,1000,,,
RRT,1,19 24 9 27 13 30 21 26 29 5 15 7 11 4 31 3 12 10 23 25 16 32 14 28 33 6 17 18 20 22 8 2 0 1,67.5109397146149,81,0.125,,,,4.1325497489152445,
GDA,1,10 4 0 20 13 2 21 7 24 27 17 19 12 9 24 6 31 26 30 8 5 29 25 23 22 3 11 18 14 32 28 16 15 1 33 14 0,99.2984095984056,120,,,,0.013551035766560778,,107.3784074142342
SA,2,18 20 11 13 2 30 8 26 21 22 7 23 29 5 25 15 16 14 28 32 17 33 6 12 10 31 19 9 27 24 4 3 0 1,47.60502307262369,56,0.95,1.5252506306972971e-68,1000,,,
RRT,2,4 24 27 9 32 16 14 15 25 29 5 13 19 3 31 10 26 30 7 23 21 8 22 12 6 28 33 17 11 20 18 2 0 1,70.65303054797619,90,0.125,,,,5.813625214882103,
GDA,2,2 3 31 12 10 19 6 27 24 4 9 11 18 7 22 20 13 30 8 21 26 23 25 5 29 15 16 28 14 32 33 17 1 0,60.60469258300195,75,,,,0.013551035766560778,,47.13050239612712
SA,3,33 17 32 16 14 28 27 24 9 6 12 10 31 19 4 3 13 11 30 21 8 26 29 5 25 15 23 7 18 22 20 2 0 1,47.65701417739728,55,0.95,1.1275105312145218e-67,1000,,,
RRT,3,25 15 23 5 29 7 22 26 8 21 18 30 2 11 4 17 16 14 32 12 33 19 24 9 27 28 6 10 20 31 13 3 0 1,66.33888407090693,81,0.125,,,,5.007328583625905,
GDA,3,31 24 9 27 3 2 13 12 14 28 16 17 6 12 18 23 20 7 11 10 26 8 30 21 22 3 4 33 32 10 19 25 29 5 15 1 0,80.367412390374,99,,,,0.013551035766560778,,86.34719990454269
SA,4,29 5 25 23 15 16 14 32 28 33 17 6 12 19 31 10 18 20 22 26 7 8 21 30 2 11 13 3 4 9 27 24 0 1,52.28720038981134,65,0.95,3.20109323736767e-73,1000,,,
RRT,4,28 27 24 9 6 33 32 17 4 10 23 15 5 25 29 26 20 11 12 18 7 30 22 8 21 13 3 19 2 31 17 14 16 1 0,65.89580816882984,79,0.125,,,,7.981590868325221,
GDA,4,13 11 9 33 28 14 16 15 25 5 29 22 20 18 12 31 3 24 4 19 17 32 6 10 23 7 20 8 26 21 30 2 0 27 1,64.05200718551684,78,,,,0.013551035766560778,,50.69442480273264
