Method,Run,BestSol,EuclideanCost,ManhattanCost,alpha,finalTemp,initialTemp,rainSpeed,tolerance,waterFinalLevel
SA,0,5 4 9 6 13 12 19 8 10 17 11 14 0 16 18 7 3 2 1 15,38.53780546491178,48,0.95,4.478633272108398e-68,1000,,,
RRT,0,6 13 12 8 10 19 9 17 11 14 7 18 16 2 1 9 3 4 15 5 0,52.74054558705575,67,0.125,,,,7.323241262133413,
GDA,0,12 13 19 8 10 17 11 14 16 18 7 15 5 4 9 2 1 6 3 0,38.88647403398291,48,,,,0.009269883972722147,,30.877983513148124
SA,1,4 5 15 18 16 14 7 11 17 9 19 10 8 12 13 6 3 2 1 0,38.651455947539105,46,0.95,3.0363291975601403e-55,1000,,,
RRT,1,5 15 4 14 16 18 7 19 17 11 10 8 12 13 9 6 2 1 3 0,43.495750996990225,51,0.125,,,,6.3537900781056,
GDA,1,5 4 9 6 12 13 19 17 8 10 11 18 14 16 0 16 7 3 2 1 15,41.61816849186268,52,,,,0.009269883972722147,,33.39012206975539
SA,2,4 5 15 9 19 13 12 8 10 17 11 7 18 16 0 14 6 2 1 3,41.378491017382416,50,0.95,2.4711934277303525e-46,1000,,,
RRT,2,16 11 17 19 13 12 8 10 8 19 9 7 18 14 4 15 5 3 6 2 1 0,48.72072964954977,57,0.125,,,,5.637175822779914,
GDA,2,13 12 10 18 16 14 5 9 17 11 7 8 19 4 15 6 3 2 1 0,60.99721878052449,75,,,,0.009269883972722147,,66.75243448757665
