Method,BestSol,EuclideanCost,ManhattanCost,alpha,finalTemp,initialTemp,rainSpeed,tolerance,waterFinalLevel
SA,[20, 30, 7, 32, 35, 22, 10, 24, 28, 26, 23, 27, 19, 19, 29, 12, 34, 11, 4, 33, 5, 21, 25, 15, 17, 8, 9, 31, 2, 13, 14, 18, 6, 3, 16, 0, 1],58.23938997881305,70,0.95,1.722078277288059e-220,1000,,,
RRT,[12, 14, 11, 15, 15, 25, 21, 5, 4, 33, 28, 24, 26, 10, 27, 35, 22, 19, 23, 29, 7, 20, 6, 34, 9, 8, 17, 2, 30, 13, 31, 31, 2, 18, 3, 16, 0, 32, 1],79.43772951431599,98,0.125,,,,5.488569542774923,
GDA,[35, 22, 27, 10, 26, 23, 33, 1, 24, 28, 5, 25, 21, 17, 15, 15, 4, 11, 34, 2, 31, 8, 9, 6, 3, 30, 7, 32, 16, 13, 18, 20, 12, 29, 19, 0, 3, 14, 1],73.5372772620715,90,,,,0.017191660240846646,,2.2473412020218575e-12
SA,[29, 19, 27, 22, 35, 10, 26, 28, 33, 5, 4, 15, 25, 21, 17, 8, 9, 2, 18, 13, 14, 30, 7, 20, 16, 12, 11, 11, 34, 34, 6, 3, 3, 3, 32, 0, 23, 24, 1, 31],56.02580934461628,66
RRT,[15, 4, 1, 25, 21, 5, 33, 28, 23, 29, 16, 6, 12, 34, 11, 8, 17, 9, 31, 2, 20, 14, 30, 18, 13, 7, 32, 27, 19, 22, 35, 22, 10, 24, 1, 26, 0, 3],77.3103380785459,93
GDA,[10, 35, 22, 27, 23, 32, 7, 14, 13, 31, 8, 21, 25, 4, 28, 26, 24, 33, 5, 15, 17, 9, 2, 34, 11, 29, 19, 19, 6, 12, 6, 18, 30, 20, 3, 16, 0, 1],71.92818671459877,88
SA,[21, 25, 15, 4, 5, 33, 33, 28, 26, 23, 27, 22, 10, 35, 32, 7, 20, 20, 30, 14, 13, 18, 2, 31, 8, 17, 9, 9, 11, 19, 29, 12, 16, 3, 6, 34, 1, 24, 0],57.40439014444736,67
RRT,[15, 4, 33, 34, 6, 11, 5, 21, 25, 24, 27, 22, 10, 35, 29, 12, 20, 3, 23, 26, 28, 9, 8, 17, 2, 31, 20, 30, 7, 14, 13, 18, 16, 3, 32, 0, 19, 1],83.88937980867465,101
GDA,[21, 25, 15, 5, 28, 26, 24, 10, 22, 35, 29, 19, 23, 27, 33, 4, 11, 34, 12, 30, 7, 32, 32, 16, 20, 13, 18, 14, 6, 9, 17, 8, 31, 2, 3, 0, 1],68.04420557003546,83
SA,[10, 35, 22, 27, 29, 19, 23, 26, 28, 24, 33, 4, 15, 5, 21, 25, 17, 8, 9, 31, 2, 34, 6, 18, 13, 13, 13, 14, 30, 7, 32, 20, 16, 3, 12, 11, 1, 0],57.58253572932068,67
RRT,[16, 13, 13, 18, 32, 35, 10, 22, 28, 24, 26, 27, 19, 11, 34, 12, 11, 15, 4, 33, 23, 5, 25, 21, 8, 17, 9, 2, 31, 6, 14, 30, 16, 20, 3, 7, 29, 1, 0],84.16478767799819,108
GDA,[18, 13, 14, 18, 31, 9, 17, 8, 15, 6, 19, 24, 21, 25, 28, 33, 23, 26, 5, 4, 6, 34, 11, 29, 22, 10, 27, 27, 35, 16, 30, 7, 2, 12, 32, 0, 20, 3, 16, 1],93.23674882133056,114
SA,[20, 20, 16, 3, 12, 6, 34, 11, 28, 26, 23, 27, 22, 10, 35, 32, 7, 30, 30, 30, 14, 13, 18, 2, 9, 8, 17, 17, 21, 25, 15, 4, 33, 5, 1, 24, 19, 29, 0, 3, 31],58.07866392491123,68
RRT,[10, 26, 22, 35, 27, 23, 19, 33, 5, 24, 28, 16, 18, 31, 9, 8, 17, 34, 11, 12, 29, 4, 15, 25, 21, 21, 2, 14, 20, 30, 13, 32, 7, 3, 6, 34, 0, 1],83.7298517089498,104
GDA,[9, 9, 9, 8, 17, 21, 25, 5, 33, 24, 28, 26, 26, 26, 10, 22, 27, 23, 19, 11, 4, 15, 34, 12, 16, 30, 7, 20, 14, 18, 13, 2, 31, 6, 3, 29, 32, 0, 35, 1],64.09249874948792,80
