Method,BestSol,EuclideanCost,ManhattanCost,alpha,finalTemp,initialTemp,rainSpeed,tolerance,waterFinalLevel
SA,[5, 3, 2, 2, 9, 0, 0, 0, 4, 8, 6, 1, 7],24.837882267736525,31,0.95,1.722078277288059e-220,1000,,,
RRT,[5, 3, 2, 9, 9, 0, 0, 4, 8, 6, 1, 7],24.837882267736525,31,0.125,,,,6.543094573517318,
GDA,[5, 3, 6, 6, 6, 2, 9, 0, 4, 8, 1, 7],26.425995740095715,35,,,,0.004609311827118846,,9.346015281130882e-12
SA,[7, 5, 3, 6, 8, 4, 0, 9, 2, 1],26.764091950405117,33
RRT,[2, 9, 9, 4, 8, 4, 0, 6, 3, 5, 5, 1, 7],25.714842698589884,33
GDA,[7, 7, 5, 3, 6, 8, 4, 0, 9, 2, 1],26.764091950405117,33
SA,[2, 2, 2, 2, 9, 0, 0, 4, 8, 6, 1, 5, 3, 7],21.073950245236315,28
RRT,[2, 9, 9, 0, 0, 0, 0, 8, 4, 3, 5, 5, 1, 6, 7],25.25368321910717,34
GDA,[2, 2, 9, 4, 8, 6, 6, 3, 5, 1, 7, 0],25.83902535197302,33
SA,[5, 5, 5, 3, 2, 9, 0, 4, 8, 6, 1, 7],24.837882267736525,31
RRT,[5, 5, 3, 3, 3, 9, 2, 0, 4, 8, 6, 1, 7],25.896558686009868,33
GDA,[3, 2, 9, 9, 0, 0, 0, 4, 8, 6, 1, 5, 7],24.245523120490127,30
SA,[2, 2, 2, 2, 2, 9, 0, 4, 8, 6, 1, 5, 3, 7],21.073950245236315,28
RRT,[5, 3, 2, 2, 9, 0, 0, 4, 8, 1, 6, 7],25.668834162581827,32
GDA,[9, 2, 2, 4, 8, 6, 6, 6, 6, 3, 5, 1, 7, 0],26.82276836867846,34
