Method,BestSol,EuclideanCost,ManhattanCost,alpha,finalTemp,initialTemp,rainSpeed,tolerance,waterFinalLevel
SA,[12, 11, 19, 18, 14, 10, 10, 10, 5, 7, 17, 4, 13, 3, 8, 9, 2, 6, 15, 15, 0, 16, 1],38.20951315934778,48,0.95,1.722078277288059e-220,1000,,,
RRT,[16, 12, 12, 11, 18, 19, 14, 10, 7, 13, 4, 5, 17, 3, 8, 9, 15, 6, 2, 0, 1],41.96788695198981,53,0.125,,,,4.106128873798444,
GDA,[11, 12, 16, 0, 15, 14, 19, 18, 10, 7, 5, 4, 17, 13, 8, 3, 9, 6, 2, 0, 1],45.14432992635658,57,,,,0.009539163611127643,,7.813399233169704e-12
SA,[16, 12, 11, 19, 18, 14, 14, 10, 7, 5, 4, 13, 17, 17, 3, 8, 9, 15, 6, 2, 0, 1],37.721509279643264,47
RRT,[15, 6, 16, 12, 11, 19, 18, 10, 14, 5, 4, 13, 9, 8, 3, 17, 7, 2, 0, 1],42.45016618072491,54
GDA,[11, 12, 16, 15, 6, 10, 5, 7, 4, 13, 17, 17, 8, 3, 9, 2, 14, 18, 19, 1, 0],39.261550973099965,47
SA,[16, 12, 12, 11, 10, 5, 7, 17, 4, 4, 13, 13, 3, 3, 8, 9, 15, 6, 6, 6, 2, 14, 18, 19, 1, 0],37.70671838270382,45
RRT,[19, 11, 12, 16, 15, 7, 10, 14, 18, 5, 4, 13, 17, 8, 3, 9, 6, 2, 0, 1],43.410647802734665,52
GDA,[16, 15, 6, 18, 10, 10, 5, 7, 4, 13, 17, 14, 8, 3, 9, 2, 12, 11, 19, 1, 0],48.060167334851876,59
SA,[11, 12, 16, 16, 15, 6, 14, 14, 14, 10, 10, 5, 4, 13, 3, 8, 9, 17, 7, 2, 18, 19, 1, 0],39.30072300765068,47
RRT,[15, 6, 6, 12, 11, 19, 18, 10, 7, 7, 17, 8, 9, 3, 13, 4, 5, 14, 14, 14, 14, 2, 0, 16, 16, 1],41.281315810937045,51
GDA,[9, 4, 13, 7, 5, 10, 18, 18, 19, 11, 12, 16, 15, 3, 8, 17, 14, 2, 6, 0, 1],44.32405840960379,54
SA,[16, 12, 11, 11, 19, 18, 14, 10, 5, 4, 13, 13, 3, 3, 8, 9, 17, 7, 2, 0, 6, 15, 1],38.202940449728274,47
RRT,[16, 12, 11, 11, 19, 18, 18, 7, 4, 17, 13, 13, 5, 10, 10, 14, 2, 6, 0, 15, 9, 3, 8, 1],40.090992577607466,50
GDA,[4, 13, 17, 7, 5, 10, 14, 18, 19, 11, 12, 16, 15, 3, 8, 9, 2, 6, 0, 1],39.97701574596402,49
