Method,BestSol,EuclideanCost,ManhattanCost,alpha,finalTemp,initialTemp,rainSpeed,tolerance,waterFinalLevel
SA,[29, 5, 25, 15, 16, 14, 28, 32, 17, 33, 6, 9, 27, 24, 4, 19, 3, 13, 11, 31, 12, 10, 23, 7, 18, 20, 22, 26, 8, 21, 30, 2, 0, 1],42.89681914012433,49,0.95,1.722078277288059e-220,1000,,,
RRT,[5, 29, 23, 18, 10, 12, 28, 32, 14, 16, 17, 33, 9, 6, 31, 19, 13, 22, 7, 21, 26, 11, 20, 2, 30, 8, 21, 3, 27, 24, 4, 23, 25, 15, 1, 0],68.91696638177538,85,0.125,,,,7.255859174386315,
GDA,[24, 27, 9, 4, 19, 3, 13, 18, 15, 25, 5, 29, 23, 7, 20, 26, 8, 22, 21, 2, 30, 11, 11, 31, 10, 12, 6, 33, 32, 14, 28, 17, 16, 1, 0],50.06124439393976,62,,,,0.016085902316363365,,-2.0909496356580348e-11
SA,[15, 25, 25, 25, 5, 29, 26, 8, 21, 22, 30, 2, 3, 19, 4, 24, 27, 9, 6, 33, 32, 17, 12, 10, 31, 13, 11, 11, 20, 18, 7, 23, 23, 1, 16, 14, 28, 0],45.672882102102214,52
RRT,[20, 2, 19, 10, 31, 15, 25, 5, 29, 23, 30, 21, 22, 26, 8, 7, 18, 18, 11, 3, 13, 4, 27, 9, 24, 12, 6, 16, 14, 28, 32, 17, 33, 1, 0],62.203473435627906,78
GDA,[29, 5, 25, 6, 17, 33, 28, 14, 32, 16, 12, 20, 30, 2, 7, 31, 19, 4, 4, 24, 27, 9, 3, 13, 11, 22, 21, 23, 26, 8, 18, 10, 15, 1, 0],63.150777347076016,76
SA,[28, 14, 16, 32, 17, 33, 6, 9, 27, 24, 4, 19, 31, 12, 10, 15, 25, 5, 29, 23, 7, 22, 22, 26, 8, 21, 30, 2, 20, 18, 11, 13, 3, 0, 0, 1],42.76997652927941,50
RRT,[25, 5, 29, 23, 15, 14, 16, 17, 33, 28, 32, 6, 12, 10, 31, 3, 19, 27, 9, 24, 4, 30, 2, 13, 20, 11, 21, 22, 26, 8, 7, 18, 11, 1, 0],63.20684612495602,78
GDA,[29, 15, 25, 5, 23, 7, 10, 18, 20, 21, 8, 26, 22, 2, 2, 11, 30, 12, 32, 28, 14, 16, 33, 17, 27, 24, 4, 9, 6, 31, 13, 19, 3, 0, 1],58.69313321686032,75
SA,[16, 14, 32, 28, 33, 17, 6, 9, 27, 24, 4, 19, 31, 12, 10, 15, 25, 5, 29, 23, 7, 18, 18, 22, 26, 8, 21, 2, 30, 20, 11, 13, 3, 0, 1],44.242112484279,53
RRT,[32, 16, 14, 28, 27, 4, 9, 24, 33, 17, 6, 19, 11, 30, 12, 10, 5, 15, 25, 29, 23, 7, 18, 20, 31, 13, 3, 2, 8, 22, 26, 21, 0, 1],64.64062934753598,81
GDA,[31, 19, 13, 13, 3, 24, 4, 12, 10, 18, 2, 20, 8, 26, 7, 23, 21, 22, 30, 11, 28, 28, 27, 9, 33, 16, 6, 17, 32, 15, 29, 5, 25, 1, 14, 0],68.19789978889845,86
SA,[27, 9, 24, 4, 19, 6, 33, 28, 14, 16, 32, 17, 15, 25, 5, 29, 23, 7, 22, 26, 8, 21, 2, 30, 20, 18, 10, 12, 31, 11, 13, 3, 0, 1],45.9994717971597,53
RRT,[18, 11, 12, 10, 17, 32, 14, 23, 7, 22, 30, 21, 20, 8, 26, 2, 31, 20, 13, 3, 19, 4, 24, 27, 9, 6, 28, 33, 16, 15, 5, 29, 25, 1, 0],62.62490112938709,79
GDA,[32, 16, 14, 28, 33, 17, 31, 18, 12, 19, 27, 6, 9, 4, 24, 3, 30, 20, 11, 13, 7, 10, 29, 25, 5, 15, 23, 8, 26, 22, 21, 2, 0, 1],62.820315240991924,77
