Method,BestSol,EuclideanCost,ManhattanCost,alpha,finalTemp,initialTemp,rainSpeed,tolerance,waterFinalLevel
SA,[9, 12, 14, 10, 11, 15, 8, 13, 6, 3, 0, 7, 4, 5, 1, 2],70.0470269980255,85,0.95,1000,1000,,,
RRT,[9, 12, 14, 10, 11, 15, 8, 13, 6, 3, 0, 7, 4, 5, 1, 2],70.0470269980255,85,0.125,,,,8.755878374753188,
GDA,[9, 12, 14, 10, 11, 15, 8, 13, 6, 3, 0, 7, 4, 5, 1, 2],70.0470269980255,85,,,,0.00700470269980255,,70.0470269980255
SA,[9, 12, 14, 10, 11, 15, 8, 13, 6, 3, 0, 7, 4, 5, 1, 2],70.0470269980255,85
RRT,[9, 12, 14, 10, 11, 15, 8, 13, 6, 3, 0, 7, 4, 5, 1, 2],70.0470269980255,85
GDA,[9, 12, 14, 10, 11, 15, 8, 13, 6, 3, 0, 7, 4, 5, 1, 2],70.0470269980255,85
SA,[9, 12, 14, 10, 11, 15, 8, 13, 6, 3, 0, 7, 4, 5, 1, 2],70.0470269980255,85
RRT,[9, 12, 14, 10, 11, 15, 8, 13, 6, 3, 0, 7, 4, 5, 1, 2],70.0470269980255,85
GDA,[9, 12, 14, 10, 11, 15, 8, 13, 6, 3, 0, 7, 4, 5, 1, 2],70.0470269980255,85
SA,[9, 12, 14, 10, 11, 15, 8, 13, 6, 3, 0, 7, 4, 5, 1, 2],70.0470269980255,85
RRT,[9, 12, 14, 10, 11, 15, 8, 13, 6, 3, 0, 7, 4, 5, 1, 2],70.0470269980255,85
GDA,[9, 12, 14, 10, 11, 15, 8, 13, 6, 3, 0, 7, 4, 5, 1, 2],70.0470269980255,85
SA,[9, 12, 14, 10, 11, 15, 8, 13, 6, 3, 0, 7, 4, 5, 1, 2],70.0470269980255,85
RRT,[9, 12, 14, 10, 11, 15, 8, 13, 6, 3, 0, 7, 4, 5, 1, 2],70.0470269980255,85
GDA,[9, 12, 14, 10, 11, 15, 8, 13, 6, 3, 0, 7, 4, 5, 1, 2],70.0470269980255,85
