Method,BestSol,EuclideanCost,ManhattanCost,alpha,finalTemp,initialTemp,rainSpeed,tolerance,waterFinalLevel
SA,[5, 4, 10, 6, 8, 11, 11, 11, 11, 2, 3, 7, 1, 0, 9],28.342582136372652,35,0.95,1.722078277288059e-220,1000,,,
RRT,[11, 8, 6, 5, 5, 4, 10, 10, 0, 9, 7, 2, 3, 1],28.949685018103207,36,0.125,,,,3.893514135553678,
GDA,[11, 8, 6, 6, 6, 5, 4, 4, 10, 0, 9, 7, 2, 3, 1],28.949685018103207,36,,,,0.005578291124470076,,-3.396900816188264e-12
SA,[8, 11, 7, 7, 9, 0, 0, 0, 0, 4, 10, 6, 1, 2, 3, 5],29.51146789530692,39
RRT,[5, 4, 4, 10, 6, 8, 11, 2, 7, 9, 0, 0, 1, 3],29.20162092030792,36
GDA,[8, 11, 7, 1, 6, 6, 5, 4, 10, 0, 9, 3, 2, 1],30.281972649574907,37
SA,[5, 4, 4, 10, 6, 8, 8, 11, 2, 3, 7, 1, 0, 9],28.342582136372652,35
RRT,[5, 5, 4, 4, 4, 10, 10, 6, 0, 9, 7, 3, 2, 11, 8, 1],27.66075116262454,33
GDA,[11, 8, 8, 6, 6, 10, 4, 5, 0, 7, 2, 3, 9, 1],31.197724007175765,37
SA,[11, 8, 6, 5, 5, 5, 5, 5, 4, 10, 10, 1, 0, 7, 2, 3, 9],27.18185608247084,32
RRT,[4, 10, 6, 6, 8, 11, 2, 2, 3, 3, 7, 1, 0, 9, 5],29.50485979654103,37
GDA,[5, 4, 10, 10, 6, 6, 8, 11, 7, 0, 9, 9, 3, 2, 1],30.440364694295052,36
SA,[5, 4, 10, 6, 6, 8, 11, 2, 7, 9, 0, 1, 3],29.20162092030792,36
RRT,[4, 5, 10, 10, 6, 8, 11, 2, 2, 3, 7, 0, 1, 9],29.342582136372652,36
GDA,[11, 11, 8, 6, 4, 5, 4, 10, 0, 9, 7, 3, 2, 1],32.030048045054116,40
