Method,BestSol,EuclideanCost,ManhattanCost,alpha,finalTemp,initialTemp,rainSpeed,tolerance,waterFinalLevel
SA,[4, 4, 4, 4, 4, 2, 0, 1, 6, 5, 3, 7],11.22677276241436,14,0.95,1.722078277288059e-220,1000,,,
RRT,[4, 4, 4, 4, 2, 2, 0, 6, 1, 5, 3, 7],12.418110475505253,16,0.125,,,,4.367478295597383,
GDA,[4, 4, 4, 2, 2, 0, 0, 1, 6, 5, 3, 7],11.22677276241436,14,,,,0.0032719870111242,,-6.597010264453029e-12
SA,[4, 4, 4, 4, 4, 2, 0, 1, 6, 5, 3, 3, 7],11.22677276241436,14
RRT,[5, 5, 5, 5, 5, 5, 3, 1, 6, 0, 2, 4, 7],13.284695155040845,17
GDA,[4, 4, 2, 2, 2, 2, 2, 0, 1, 6, 5, 3, 7],11.22677276241436,14
SA,[4, 4, 4, 4, 4, 2, 0, 1, 6, 5, 3, 7],11.22677276241436,14
RRT,[5, 3, 3, 3, 3, 3, 6, 1, 0, 0, 2, 4, 7],12.00389691313216,15
GDA,[6, 5, 5, 5, 5, 3, 4, 0, 1, 2, 7],18.64755903440695,23
SA,[4, 4, 4, 2, 2, 0, 0, 1, 6, 5, 3, 7],11.22677276241436,14
RRT,[4, 4, 4, 4, 3, 3, 5, 6, 1, 0, 2, 7],13.721349351738361,18
GDA,[4, 4, 4, 4, 2, 0, 0, 6, 1, 5, 3, 7],12.418110475505253,16
SA,[4, 2, 2, 2, 2, 0, 0, 1, 6, 5, 3, 7],11.22677276241436,14
RRT,[5, 5, 4, 4, 2, 2, 2, 0, 1, 6, 3, 7],16.00389691313216,21
GDA,[6, 6, 6, 4, 2, 0, 0, 1, 1, 5, 3, 7],17.086659443430378,21
