Method,BestSol,EuclideanCost,ManhattanCost,alpha,finalTemp,initialTemp,rainSpeed,tolerance,waterFinalLevel
SA,[34, 25, 23, 23, 29, 14, 22, 20, 16, 7, 7, 32, 26, 13, 35, 24, 11, 12, 12, 18, 5, 4, 27, 33, 31, 15, 30, 10, 9, 2, 17, 21, 28, 6, 1, 8, 19, 3, 0],55.06193252468494,65,0.95,1.722078277288059e-220,1000,,,
RRT,[28, 21, 33, 31, 15, 34, 34, 23, 20, 20, 22, 7, 16, 29, 27, 19, 8, 32, 12, 10, 9, 30, 25, 18, 14, 4, 5, 11, 17, 2, 24, 13, 6, 26, 1, 35, 3, 0],84.41175850388146,107,0.125,,,,5.071682523256812,
GDA,[34, 7, 12, 23, 33, 26, 22, 16, 20, 31, 35, 8, 13, 15, 21, 28, 18, 14, 25, 9, 4, 32, 5, 11, 6, 10, 17, 24, 27, 29, 30, 19, 2, 1, 0, 3],159.02582119801937,206,,,,0.015902582119801938,,-7.74130759495506e-13
SA,[5, 5, 18, 33, 27, 4, 14, 14, 29, 22, 22, 16, 7, 8, 28, 6, 13, 21, 35, 24, 11, 12, 10, 9, 17, 2, 30, 15, 31, 25, 34, 23, 0, 20, 32, 3, 19, 26, 1],54.478180461778756,66
RRT,[32, 22, 7, 16, 20, 29, 34, 25, 10, 17, 21, 8, 26, 13, 26, 19, 35, 11, 24, 18, 33, 31, 31, 2, 9, 30, 15, 5, 4, 14, 14, 23, 0, 27, 12, 6, 28, 1, 3],80.81719615811082,98
GDA,[22, 20, 32, 7, 16, 14, 24, 13, 26, 4, 4, 27, 5, 5, 15, 25, 34, 30, 9, 10, 18, 33, 12, 11, 35, 13, 21, 17, 2, 33, 31, 23, 0, 29, 19, 8, 1, 6, 28, 3],75.83160941950341,89
SA,[32, 32, 7, 22, 16, 20, 23, 34, 25, 31, 33, 18, 5, 27, 4, 29, 14, 19, 8, 13, 35, 35, 24, 11, 12, 10, 15, 30, 2, 17, 9, 21, 28, 6, 1, 26, 3, 0],56.511627845360096,68
RRT,[18, 33, 27, 31, 10, 5, 4, 14, 22, 8, 19, 26, 6, 28, 35, 13, 21, 11, 24, 12, 9, 17, 2, 2, 30, 15, 25, 34, 29, 16, 7, 20, 0, 23, 1, 3, 32, 32],76.93153341579692,96
GDA,[34, 7, 12, 23, 33, 26, 22, 16, 20, 31, 35, 8, 13, 15, 21, 28, 18, 14, 25, 9, 4, 32, 5, 11, 6, 10, 17, 24, 27, 29, 30, 19, 2, 1, 0, 3],159.02582119801937,206
SA,[8, 8, 19, 26, 6, 28, 21, 13, 35, 24, 11, 12, 5, 27, 4, 14, 32, 7, 22, 29, 33, 18, 10, 9, 17, 2, 30, 15, 31, 25, 34, 23, 0, 20, 16, 3, 1],52.31979971474255,64
RRT,[23, 23, 16, 20, 22, 32, 14, 27, 27, 33, 33, 4, 7, 29, 5, 21, 12, 11, 24, 12, 10, 9, 17, 2, 18, 34, 25, 31, 15, 35, 13, 6, 1, 26, 1, 28, 8, 19, 3, 0, 30],77.93059751563001,95
GDA,[17, 9, 10, 18, 15, 31, 33, 27, 4, 20, 16, 22, 7, 32, 26, 8, 6, 28, 5, 12, 11, 24, 14, 29, 34, 34, 23, 25, 30, 2, 21, 35, 35, 13, 1, 19, 3, 0],69.92450055680749,81
SA,[21, 24, 12, 5, 18, 18, 18, 33, 27, 4, 14, 29, 22, 7, 32, 16, 20, 23, 23, 34, 25, 31, 15, 30, 2, 17, 9, 10, 11, 35, 13, 6, 28, 28, 1, 26, 8, 19, 3, 0],49.47818046177878,59
RRT,[31, 33, 27, 5, 4, 14, 16, 20, 29, 22, 7, 27, 24, 35, 26, 6, 19, 8, 28, 13, 21, 12, 11, 17, 10, 9, 18, 2, 30, 15, 23, 34, 25, 0, 32, 3, 1],76.73791019024779,92
GDA,[15, 25, 25, 34, 26, 28, 6, 13, 19, 14, 20, 16, 32, 7, 29, 23, 4, 27, 27, 12, 11, 24, 35, 21, 17, 9, 2, 30, 10, 18, 5, 33, 31, 0, 1, 8, 22, 3],83.12582963696778,102
