Method,BestSol,EuclideanCost,ManhattanCost,alpha,finalTemp,initialTemp,rainSpeed,tolerance,waterFinalLevel
SA,[6, 19, 4, 4, 12, 17, 8, 10, 14, 14, 18, 11, 7, 16, 9, 9, 1, 13, 3, 5, 15, 2, 0],39.689971143451956,50,0.95,1.722078277288059e-220,1000,,,
RRT,[6, 19, 4, 4, 12, 8, 10, 14, 18, 17, 7, 16, 11, 9, 3, 5, 1, 13, 15, 2, 0],46.28875199607789,58,0.125,,,,5.27788973749551,
GDA,[19, 19, 6, 7, 11, 4, 17, 12, 18, 14, 10, 10, 10, 8, 16, 15, 9, 2, 5, 3, 13, 1, 0],49.127302400136216,63,,,,0.008941138156479995,,1.8966748310811354e-11
SA,[18, 18, 14, 10, 8, 8, 8, 17, 11, 7, 16, 9, 15, 15, 5, 13, 3, 2, 6, 6, 19, 4, 0, 12, 1],38.77927174436485,44
RRT,[6, 7, 11, 17, 8, 14, 18, 17, 10, 12, 4, 19, 16, 9, 15, 5, 1, 13, 3, 15, 2, 0],47.00994141991136,58
GDA,[19, 4, 14, 18, 10, 12, 8, 17, 11, 16, 7, 9, 15, 5, 3, 13, 1, 2, 6, 0],45.635872856186836,56
SA,[6, 19, 19, 4, 4, 12, 12, 8, 10, 14, 18, 17, 11, 7, 16, 9, 9, 2, 15, 5, 3, 13, 13, 1, 0],37.547100679997214,45
RRT,[14, 18, 10, 12, 8, 17, 11, 7, 19, 16, 4, 6, 9, 15, 3, 13, 1, 5, 15, 2, 0],46.41758227266496,57
GDA,[12, 8, 10, 14, 18, 17, 11, 7, 4, 19, 16, 16, 6, 9, 15, 5, 1, 13, 3, 2, 0],42.66951817486967,53
SA,[4, 4, 4, 19, 6, 9, 16, 7, 11, 17, 12, 8, 10, 14, 18, 1, 1, 13, 3, 5, 15, 2, 0],40.12188929203217,50
RRT,[11, 12, 8, 18, 14, 10, 17, 4, 19, 7, 16, 7, 9, 15, 3, 3, 13, 1, 5, 2, 6, 0],45.201769550528915,56
GDA,[6, 15, 9, 16, 7, 7, 19, 4, 11, 17, 12, 8, 10, 14, 14, 18, 1, 13, 3, 5, 2, 0],41.659114608589036,52
SA,[14, 18, 10, 8, 12, 17, 11, 4, 19, 7, 16, 9, 5, 3, 13, 13, 1, 15, 2, 6, 0],39.693510415460665,49
RRT,[12, 8, 10, 14, 18, 17, 7, 11, 4, 19, 6, 16, 15, 5, 3, 13, 1, 9, 2, 0],44.95003136154273,55
GDA,[18, 14, 10, 12, 17, 17, 8, 4, 19, 16, 7, 11, 9, 15, 5, 3, 13, 1, 2, 6, 0],42.575963019701184,53
