Method,BestSol,EuclideanCost,ManhattanCost,alpha,finalTemp,initialTemp,rainSpeed,tolerance,waterFinalLevel
SA,[3, 2, 9, 4, 15, 17, 7, 11, 8, 10, 5, 6, 16, 12, 0, 14, 13, 13, 1],34.36895509512391,42,0.95,1.722078277288059e-220,1000,,,
RRT,[15, 4, 11, 7, 17, 8, 10, 5, 14, 13, 9, 2, 3, 0, 12, 16, 6, 1],39.66951817486968,50,0.125,,,,7.87510142141026,
GDA,[10, 8, 17, 7, 11, 15, 4, 2, 13, 13, 5, 6, 16, 12, 0, 14, 9, 1, 3],35.83602323779196,44,,,,0.009375401106902777,,-1.3262328735219597e-11
SA,[10, 8, 11, 7, 17, 15, 4, 9, 2, 14, 13, 5, 6, 16, 12, 0, 3, 1],34.39781743482787,43
RRT,[16, 6, 5, 10, 8, 11, 17, 7, 17, 7, 15, 9, 4, 2, 14, 0, 12, 13, 3, 1],41.17221908007974,53
GDA,[4, 7, 11, 17, 8, 15, 9, 10, 5, 6, 16, 12, 13, 14, 0, 3, 2, 1],38.136784030756274,48
SA,[12, 16, 6, 5, 10, 10, 8, 11, 7, 17, 15, 4, 9, 2, 13, 14, 0, 3, 1],34.36895509512391,42
RRT,[11, 4, 7, 17, 15, 8, 10, 14, 14, 13, 5, 6, 16, 12, 0, 3, 9, 2, 1],42.824079362928686,53
GDA,[3, 2, 14, 13, 12, 16, 6, 5, 10, 8, 11, 7, 17, 15, 4, 1, 1, 1, 9, 0],35.05909680029271,42
SA,[3, 2, 9, 4, 15, 17, 7, 11, 8, 10, 5, 6, 16, 12, 0, 14, 13, 1],34.36895509512391,42
RRT,[11, 11, 11, 7, 17, 8, 15, 4, 9, 2, 3, 14, 13, 0, 12, 16, 16, 5, 10, 1, 6],38.55655582298755,49
GDA,[12, 16, 16, 6, 5, 13, 14, 3, 2, 9, 4, 15, 7, 11, 17, 8, 10, 1, 0],36.74481338948906,47
SA,[12, 16, 6, 5, 10, 8, 11, 7, 17, 15, 4, 9, 9, 2, 13, 14, 0, 0, 3, 1],34.36895509512391,42
RRT,[6, 6, 5, 10, 8, 7, 17, 11, 15, 4, 9, 14, 13, 2, 3, 0, 12, 16, 1],38.18151429516517,48
GDA,[2, 9, 4, 15, 7, 11, 17, 8, 10, 5, 5, 6, 16, 12, 0, 13, 13, 13, 14, 3, 1],35.497945299615864,47
