Method,BestSol,EuclideanCost,ManhattanCost,alpha,finalTemp,initialTemp,rainSpeed,tolerance,waterFinalLevel
SA,[32, 23, 15, 12, 14, 5, 33, 26, 18, 7, 3, 2, 29, 13, 9, 10, 31, 28, 11, 20, 22, 17, 17, 8, 24, 21, 25, 6, 19, 30, 27, 16, 4, 0, 1],48.06465503015088,55,0.95,1.722078277288059e-220,1000,,,
RRT,[26, 33, 29, 18, 31, 10, 3, 7, 2, 11, 28, 4, 27, 16, 30, 6, 24, 19, 25, 21, 17, 8, 22, 5, 14, 12, 15, 23, 32, 13, 9, 1, 20, 0],70.76152186208385,87,0.125,,,,6.887899372271163,
GDA,[5, 30, 18, 32, 17, 26, 22, 7, 10, 2, 29, 13, 27, 4, 14, 21, 31, 3, 20, 8, 12, 6, 19, 25, 24, 9, 23, 28, 33, 11, 15, 16, 0, 1],170.31216577494845,211,,,,0.017031216577494845,,1.609379296496627e-11
SA,[32, 23, 15, 12, 14, 5, 33, 26, 18, 29, 13, 9, 31, 10, 4, 16, 27, 30, 11, 28, 20, 17, 8, 24, 21, 25, 6, 19, 22, 1, 2, 3, 7, 0],47.28197264957491,54
RRT,[24, 8, 6, 25, 21, 19, 2, 14, 5, 12, 32, 23, 15, 9, 29, 18, 3, 26, 33, 13, 2, 22, 30, 4, 27, 16, 20, 11, 28, 31, 10, 1, 17, 7, 0],72.49046546048658,88
GDA,[5, 30, 18, 32, 17, 26, 22, 7, 10, 2, 29, 13, 27, 4, 14, 21, 31, 3, 20, 8, 12, 6, 19, 25, 24, 9, 23, 28, 33, 11, 15, 16, 0, 1],170.31216577494845,211
SA,[23, 32, 32, 15, 5, 14, 12, 9, 10, 31, 28, 20, 22, 19, 6, 25, 21, 24, 17, 8, 3, 7, 18, 29, 26, 33, 13, 2, 2, 1, 11, 4, 16, 27, 30, 0],47.5984036540256,56
RRT,[17, 8, 21, 25, 22, 6, 24, 19, 30, 30, 16, 27, 11, 4, 10, 14, 29, 13, 33, 18, 26, 5, 15, 32, 23, 9, 12, 7, 3, 1, 28, 31, 2, 20, 0],70.50233263027467,86
GDA,[14, 5, 9, 32, 23, 15, 12, 10, 31, 22, 8, 21, 6, 24, 25, 19, 17, 20, 11, 4, 28, 3, 7, 26, 33, 13, 29, 18, 2, 1, 16, 27, 30, 0],64.08583454052011,78
SA,[27, 16, 4, 28, 11, 20, 22, 19, 6, 25, 21, 24, 8, 17, 17, 7, 3, 18, 26, 33, 5, 15, 32, 23, 12, 14, 9, 13, 29, 2, 1, 31, 10, 0, 30],48.649753337032585,57
RRT,[32, 28, 2, 3, 7, 9, 23, 33, 26, 18, 29, 13, 10, 14, 5, 15, 12, 31, 22, 6, 25, 21, 19, 30, 16, 27, 4, 11, 20, 24, 8, 17, 1, 2, 2, 0],70.91424387630944,88
GDA,[4, 30, 30, 27, 16, 23, 15, 32, 14, 12, 5, 9, 10, 31, 26, 33, 13, 18, 29, 7, 17, 20, 22, 19, 25, 6, 24, 21, 8, 28, 11, 1, 2, 3, 0],63.43141582264914,74
SA,[7, 7, 3, 2, 18, 29, 26, 33, 13, 5, 15, 32, 23, 12, 14, 9, 31, 10, 28, 4, 16, 27, 30, 11, 11, 20, 20, 22, 19, 6, 25, 21, 24, 8, 17, 1, 0],46.64975333703259,55
RRT,[22, 4, 27, 16, 30, 6, 24, 11, 19, 24, 17, 17, 17, 31, 10, 5, 15, 23, 32, 9, 26, 18, 33, 14, 12, 13, 29, 3, 7, 2, 1, 28, 20, 8, 21, 25, 0],73.95525910177915,90
GDA,[27, 16, 30, 4, 11, 28, 31, 10, 23, 15, 32, 12, 5, 14, 9, 13, 33, 26, 29, 18, 20, 22, 24, 21, 19, 6, 25, 8, 17, 1, 2, 7, 3, 0],52.74092777404083,61
