Method,BestSol,EuclideanCost,ManhattanCost,alpha,finalTemp,initialTemp,rainSpeed,tolerance,waterFinalLevel
SA,[5, 5, 6, 7, 4, 0, 1, 3, 3, 3, 3, 2],19.11770732366439,25,0.95,1.722078277288059e-220,1000,,,
RRT,[5, 5, 6, 7, 7, 4, 0, 1, 3, 2],19.11770732366439,25,0.125,,,,4.71397402510836,
GDA,[5, 6, 6, 7, 4, 4, 0, 1, 3, 2],19.11770732366439,25,,,,0.0039917653170463184,,5.758987037252083e-13
SA,[5, 5, 6, 6, 1, 0, 4, 7, 2, 3],22.33989504220139,30
RRT,[5, 6, 7, 7, 4, 0, 1, 3, 2],19.11770732366439,25
GDA,[5, 6, 7, 7, 4, 0, 1, 3, 2],19.11770732366439,25
SA,[5, 6, 7, 7, 4, 0, 1, 3, 2],19.11770732366439,25
RRT,[5, 5, 6, 7, 4, 0, 1, 1, 3, 2],19.11770732366439,25
GDA,[5, 5, 6, 7, 4, 0, 1, 1, 3, 2],19.11770732366439,25
SA,[5, 6, 7, 7, 4, 0, 0, 1, 3, 2],19.11770732366439,25
RRT,[5, 6, 7, 7, 4, 4, 0, 1, 3, 2],19.11770732366439,25
GDA,[5, 6, 6, 7, 4, 0, 1, 1, 3, 2],19.11770732366439,25
SA,[5, 5, 6, 7, 4, 0, 1, 3, 2],19.11770732366439,25
RRT,[5, 6, 6, 7, 4, 4, 0, 0, 1, 3, 2],19.11770732366439,25
GDA,[5, 6, 7, 4, 4, 0, 1, 3, 2],19.11770732366439,25
