Method,BestSol,EuclideanCost,ManhattanCost,alpha,finalTemp,initialTemp,rainSpeed,tolerance,waterFinalLevel
SA,[5, 5, 5, 2, 3, 3, 9, 9, 9, 9, 0, 4, 1, 8, 6, 7],21.00389691313216,26,0.95,1.722078277288059e-220,1000,,,
RRT,[7, 5, 2, 3, 9, 9, 9, 0, 0, 0, 4, 8, 1, 6],23.13288711762412,30,0.125,,,,6.260164811455086,
GDA,[3, 3, 9, 9, 2, 2, 2, 4, 0, 5, 5, 1, 8, 6, 7],19.166174573300538,23,,,,0.004653384626145263,,-1.2557021394909995e-12
SA,[7, 5, 5, 2, 9, 0, 0, 0, 0, 4, 1, 8, 6, 3],21.634413615167958,26
RRT,[7, 5, 5, 2, 3, 9, 9, 9, 0, 4, 1, 8, 6],22.47603286813174,29
GDA,[3, 9, 2, 2, 2, 5, 4, 0, 0, 8, 1, 6, 7],21.9637475352694,27
SA,[5, 2, 3, 3, 3, 3, 9, 9, 0, 4, 1, 8, 6, 7],21.00389691313216,26
RRT,[3, 9, 2, 2, 2, 9, 4, 0, 0, 5, 1, 8, 6, 7],20.56062329783655,23
GDA,[7, 6, 8, 5, 5, 2, 3, 9, 0, 4, 1],25.127002538749817,29
SA,[3, 9, 2, 2, 2, 2, 0, 0, 0, 4, 5, 1, 8, 6, 7],18.22677276241436,21
RRT,[5, 2, 9, 3, 3, 4, 4, 4, 0, 1, 8, 6, 7],23.154219400753334,28
GDA,[8, 6, 7, 5, 2, 3, 9, 0, 0, 0, 4, 1],25.476032868131735,30
SA,[6, 8, 5, 2, 3, 9, 9, 9, 0, 4, 1, 7],24.12700253874982,30
RRT,[7, 7, 5, 2, 3, 9, 9, 4, 0, 4, 1, 8, 6],24.47603286813174,31
GDA,[6, 8, 2, 2, 3, 9, 9, 9, 0, 4, 5, 1, 7],25.284006802412677,30
