Method,BestSol,EuclideanCost,ManhattanCost,alpha,finalTemp,initialTemp,rainSpeed,tolerance,waterFinalLevel
SA,[8, 11, 10, 13, 9, 14, 15, 12, 6, 5, 4, 7, 3, 2, 0, 1],82.95491933921474,105,0.95,1000,1000,,,
RRT,[8, 11, 10, 13, 9, 14, 15, 12, 6, 5, 4, 7, 3, 2, 0, 1],82.95491933921474,105,0.125,,,,10.369364917401843,
GDA,[8, 11, 10, 13, 9, 14, 15, 12, 6, 5, 4, 7, 3, 2, 0, 1],82.95491933921474,105,,,,0.008295491933921473,,82.95491933921474
SA,[8, 11, 10, 13, 9, 14, 15, 12, 6, 5, 4, 7, 3, 2, 0, 1],82.95491933921474,105
RRT,[8, 11, 10, 13, 9, 14, 15, 12, 6, 5, 4, 7, 3, 2, 0, 1],82.95491933921474,105
GDA,[8, 11, 10, 13, 9, 14, 15, 12, 6, 5, 4, 7, 3, 2, 0, 1],82.95491933921474,105
SA,[8, 11, 10, 13, 9, 14, 15, 12, 6, 5, 4, 7, 3, 2, 0, 1],82.95491933921474,105
RRT,[8, 11, 10, 13, 9, 14, 15, 12, 6, 5, 4, 7, 3, 2, 0, 1],82.95491933921474,105
GDA,[8, 11, 10, 13, 9, 14, 15, 12, 6, 5, 4, 7, 3, 2, 0, 1],82.95491933921474,105
SA,[8, 11, 10, 13, 9, 14, 15, 12, 6, 5, 4, 7, 3, 2, 0, 1],82.95491933921474,105
RRT,[8, 11, 10, 13, 9, 14, 15, 12, 6, 5, 4, 7, 3, 2, 0, 1],82.95491933921474,105
GDA,[8, 11, 10, 13, 9, 14, 15, 12, 6, 5, 4, 7, 3, 2, 0, 1],82.95491933921474,105
SA,[8, 11, 10, 13, 9, 14, 15, 12, 6, 5, 4, 7, 3, 2, 0, 1],82.95491933921474,105
RRT,[8, 11, 10, 13, 9, 14, 15, 12, 6, 5, 4, 7, 3, 2, 0, 1],82.95491933921474,105
GDA,[8, 11, 10, 13, 9, 14, 15, 12, 6, 5, 4, 7, 3, 2, 0, 1],82.95491933921474,105
