Method,BestSol,EuclideanCost,ManhattanCost,alpha,finalTemp,initialTemp,rainSpeed,tolerance,waterFinalLevel
SA,[11, 24, 28, 16, 10, 32, 30, 19, 9, 21, 31, 12, 25, 13, 5, 27, 4, 29, 7, 8, 26, 2, 15, 22, 22, 18, 14, 6, 17, 23, 33, 1, 20, 0, 3],50.85423646936246,62,0.95,1.722078277288059e-220,1000,,,
RRT,[17, 23, 8, 26, 2, 29, 7, 12, 21, 19, 30, 22, 18, 16, 11, 28, 28, 6, 14, 20, 10, 32, 3, 4, 27, 5, 13, 31, 25, 15, 33, 1, 20, 0, 24, 9],80.42174896247373,100,0.125,,,,7.513282714493515,
GDA,[33, 21, 26, 28, 16, 20, 8, 15, 11, 29, 27, 6, 5, 25, 24, 31, 3, 14, 13, 23, 12, 22, 7, 10, 32, 19, 4, 30, 18, 17, 2, 9, 0, 1],191.13254564167053,248,,,,0.019113254564167053,,3.913105256492244e-11
SA,[32, 30, 19, 11, 24, 28, 16, 10, 18, 14, 20, 6, 33, 17, 23, 2, 26, 8, 7, 29, 27, 4, 25, 12, 31, 31, 21, 13, 5, 3, 22, 15, 1, 0, 9],53.36521810989665,63
RRT,[8, 7, 2, 2, 29, 27, 4, 5, 2, 26, 3, 18, 22, 10, 30, 14, 20, 6, 33, 15, 23, 17, 0, 24, 11, 13, 25, 31, 9, 9, 21, 19, 32, 28, 28, 1, 16, 0, 12],82.55671575089244,98
GDA,[33, 21, 26, 28, 16, 20, 8, 15, 11, 29, 27, 6, 5, 25, 24, 31, 3, 14, 13, 23, 12, 22, 7, 10, 32, 19, 4, 30, 18, 17, 2, 9, 0, 1],191.13254564167053,248
SA,[8, 26, 2, 2, 2, 7, 29, 27, 4, 13, 25, 12, 31, 21, 9, 5, 3, 32, 32, 30, 19, 11, 28, 16, 10, 10, 18, 22, 15, 23, 33, 6, 1, 14, 20, 0, 24, 17],49.93882689906728,59
RRT,[11, 24, 19, 28, 32, 32, 16, 33, 17, 20, 18, 6, 14, 3, 2, 8, 26, 7, 29, 13, 12, 21, 9, 31, 25, 4, 27, 5, 30, 30, 22, 15, 23, 1, 10, 0],77.33433015756752,92
GDA,[33, 21, 26, 28, 16, 20, 8, 15, 11, 29, 27, 6, 5, 25, 24, 31, 3, 14, 13, 23, 12, 22, 7, 10, 32, 19, 4, 30, 18, 17, 2, 9, 0, 1],191.13254564167053,248
SA,[8, 26, 2, 7, 7, 29, 27, 4, 4, 5, 5, 13, 25, 12, 31, 21, 9, 19, 30, 32, 3, 22, 22, 10, 18, 15, 15, 23, 33, 20, 6, 1, 14, 16, 28, 0, 24, 11, 17],47.48475317139827,58
RRT,[9, 30, 19, 11, 24, 28, 14, 10, 20, 6, 18, 16, 15, 32, 2, 8, 29, 7, 26, 4, 27, 5, 31, 21, 25, 12, 13, 3, 23, 33, 17, 22, 22, 0, 1],80.90944765420694,103
GDA,[8, 26, 2, 7, 29, 5, 27, 4, 13, 25, 31, 12, 21, 9, 11, 24, 10, 14, 18, 22, 15, 3, 32, 32, 19, 30, 28, 16, 20, 6, 33, 1, 17, 23, 0],60.513490222202165,74
SA,[11, 24, 28, 32, 30, 19, 9, 21, 21, 31, 12, 25, 13, 5, 4, 27, 29, 7, 8, 26, 2, 15, 22, 18, 10, 14, 20, 6, 17, 23, 33, 1, 16, 0, 3],48.83447163152539,58
RRT,[4, 3, 15, 24, 24, 11, 19, 30, 32, 13, 9, 21, 12, 31, 25, 5, 27, 2, 29, 8, 7, 8, 26, 33, 23, 6, 17, 10, 10, 22, 18, 16, 14, 1, 20, 28, 0, 30],80.14125456209653,100
GDA,[33, 21, 26, 28, 16, 20, 8, 15, 11, 29, 27, 6, 5, 25, 24, 31, 3, 14, 13, 23, 12, 22, 7, 10, 32, 19, 4, 30, 18, 17, 2, 9, 0, 1],191.13254564167053,248
