Method,BestSol,EuclideanCost,ManhattanCost,alpha,finalTemp,initialTemp,rainSpeed,tolerance,waterFinalLevel
SA,[14, 16, 18, 11, 11, 11, 15, 13, 7, 7, 17, 3, 9, 19, 4, 8, 5, 12, 6, 1, 2, 0, 10],31.540481261399126,39,0.95,1.722078277288059e-220,1000,,,
RRT,[19, 4, 19, 8, 12, 12, 5, 10, 6, 13, 7, 3, 9, 17, 18, 16, 14, 11, 15, 2, 1, 0],40.3398950422014,48,0.125,,,,4.5010945416353225,
GDA,[10, 12, 5, 19, 7, 7, 9, 18, 14, 16, 11, 17, 3, 3, 4, 8, 8, 13, 6, 2, 1, 0, 15],39.259532015250485,46,,,,0.008826788606696213,,-8.195749634509752e-12
SA,[10, 10, 6, 12, 5, 8, 4, 19, 19, 9, 3, 18, 16, 14, 11, 17, 7, 13, 15, 2, 1, 0],33.36233567652582,41
RRT,[10, 6, 12, 5, 19, 8, 7, 13, 11, 11, 17, 4, 3, 9, 14, 16, 18, 11, 15, 2, 1, 0],38.356999922576705,47
GDA,[13, 15, 11, 14, 16, 18, 17, 7, 7, 4, 8, 3, 9, 19, 5, 12, 10, 6, 1, 2, 0],34.7541086045745,43
SA,[14, 16, 18, 11, 11, 15, 15, 13, 7, 17, 3, 3, 9, 4, 8, 5, 12, 10, 6, 1, 2, 0, 19],31.119694989406533,37
RRT,[16, 14, 18, 17, 11, 15, 7, 5, 5, 8, 8, 8, 13, 3, 9, 4, 19, 12, 10, 6, 1, 2, 0],39.65787765291865,48
GDA,[6, 12, 5, 19, 19, 17, 7, 11, 14, 16, 18, 18, 3, 9, 9, 4, 8, 13, 15, 2, 1, 0, 10],37.33989504220139,45
SA,[10, 6, 12, 5, 8, 7, 4, 19, 19, 9, 3, 3, 18, 16, 14, 11, 17, 13, 15, 2, 1, 0],33.94812211415272,41
RRT,[17, 18, 16, 14, 11, 15, 13, 6, 10, 10, 12, 5, 8, 4, 3, 19, 4, 4, 7, 13, 1, 2, 0, 9],40.502172702369776,49
GDA,[11, 15, 13, 7, 8, 5, 4, 17, 18, 18, 14, 16, 3, 3, 3, 9, 19, 12, 10, 6, 1, 2, 0],37.94544631766538,47
SA,[10, 6, 12, 5, 19, 4, 8, 7, 13, 17, 17, 3, 18, 16, 16, 14, 14, 11, 15, 2, 1, 0, 9],33.17761738203301,40
RRT,[19, 5, 5, 12, 10, 6, 13, 7, 8, 4, 9, 3, 18, 14, 16, 11, 15, 17, 0, 2, 1],40.166528057092776,49
GDA,[6, 9, 10, 14, 5, 18, 17, 8, 7, 15, 19, 13, 12, 16, 11, 4, 1, 0, 2, 3],88.26788606696212,113
