Method,BestSol,EuclideanCost,ManhattanCost,alpha,finalTemp,initialTemp,rainSpeed,tolerance,waterFinalLevel
SA,[21, 9, 14, 16, 16, 28, 37, 22, 18, 12, 12, 13, 30, 23, 29, 27, 39, 8, 11, 11, 36, 34, 6, 33, 19, 32, 31, 15, 15, 7, 7, 20, 38, 4, 2, 25, 26, 0, 35, 3, 17, 24, 1, 10, 5],71.71814535241072,87,0.95,1.722078277288059e-220,1000,,,
RRT,[25, 12, 30, 35, 23, 24, 11, 8, 34, 20, 32, 36, 10, 17, 15, 39, 9, 14, 28, 21, 38, 6, 22, 37, 2, 18, 13, 3, 29, 29, 27, 31, 5, 16, 4, 26, 0, 19, 33, 36, 1, 7],102.51104418139765,128,0.125,,,,11.115232194216679,
GDA,[22, 22, 18, 12, 13, 30, 23, 29, 39, 26, 26, 38, 28, 9, 14, 5, 5, 20, 32, 10, 33, 19, 6, 6, 11, 27, 35, 3, 8, 25, 2, 37, 21, 4, 16, 5, 36, 17, 24, 1, 15, 31, 34, 0, 7],89.1696565025187,109,,,,0.02052044843589248,,2.076266936157367e-11
SA,[15, 31, 10, 24, 24, 11, 8, 39, 26, 26, 25, 22, 21, 9, 14, 38, 33, 6, 6, 34, 36, 17, 27, 29, 29, 23, 3, 35, 30, 13, 12, 18, 2, 37, 4, 28, 16, 5, 19, 32, 20, 7, 1, 0],65.54924827364425,78
RRT,[16, 14, 28, 9, 21, 19, 38, 26, 39, 35, 23, 30, 18, 22, 37, 25, 8, 27, 31, 31, 10, 33, 34, 0, 2, 13, 12, 29, 3, 36, 11, 15, 15, 7, 20, 32, 5, 0, 6, 6, 17, 24, 1, 4],99.9512418295834,119
GDA,[22, 18, 37, 28, 25, 14, 9, 21, 34, 32, 20, 31, 15, 34, 26, 26, 39, 11, 17, 27, 24, 24, 23, 29, 30, 13, 3, 35, 12, 8, 33, 38, 5, 16, 4, 19, 6, 0, 36, 10, 1, 7, 2],95.9295364357188,117
SA,[23, 29, 39, 8, 27, 27, 24, 15, 31, 10, 11, 36, 34, 26, 26, 26, 0, 33, 9, 21, 37, 25, 22, 18, 2, 12, 13, 30, 35, 3, 17, 7, 20, 32, 6, 0, 38, 19, 5, 16, 14, 28, 4, 1],73.94022378264256,90
RRT,[16, 14, 16, 38, 28, 9, 25, 18, 22, 37, 37, 21, 19, 36, 10, 32, 20, 34, 6, 5, 15, 24, 11, 27, 23, 29, 12, 13, 30, 3, 35, 8, 5, 4, 26, 33, 0, 39, 7, 31, 1, 17, 2],103.99220778833792,128
GDA,[29, 12, 26, 21, 16, 9, 38, 19, 32, 20, 38, 33, 31, 24, 17, 24, 8, 22, 14, 14, 38, 25, 37, 39, 35, 13, 23, 23, 30, 3, 27, 18, 2, 34, 5, 4, 28, 6, 0, 36, 10, 15, 1, 11, 7],120.74538871521275,149
SA,[13, 12, 18, 25, 25, 21, 9, 14, 16, 38, 34, 36, 32, 20, 15, 31, 31, 10, 24, 24, 27, 17, 11, 39, 35, 3, 3, 29, 23, 30, 22, 2, 37, 4, 28, 5, 19, 6, 33, 0, 26, 8, 1, 7],70.76458952501007,84
RRT,[9, 38, 20, 32, 36, 17, 27, 29, 24, 15, 10, 11, 8, 39, 34, 19, 21, 16, 33, 18, 13, 12, 35, 30, 23, 23, 3, 2, 2, 22, 25, 37, 28, 4, 14, 6, 0, 26, 31, 1, 7, 5],93.74971810545857,114
GDA,[38, 37, 28, 9, 32, 32, 20, 10, 11, 11, 31, 15, 24, 27, 36, 19, 19, 33, 25, 12, 35, 30, 13, 39, 29, 23, 3, 17, 8, 6, 16, 14, 2, 22, 18, 0, 26, 21, 4, 34, 1, 7, 5],98.77987455578727,120
SA,[8, 8, 39, 25, 22, 18, 18, 12, 13, 30, 35, 23, 29, 29, 27, 17, 24, 15, 15, 31, 10, 11, 36, 32, 34, 6, 19, 38, 16, 14, 28, 9, 21, 4, 37, 2, 26, 0, 33, 5, 20, 7, 1, 3],67.92802678669389,79
RRT,[32, 20, 34, 36, 29, 17, 17, 11, 30, 13, 30, 25, 22, 26, 8, 19, 38, 33, 16, 14, 28, 9, 37, 22, 2, 18, 12, 35, 3, 23, 15, 7, 31, 10, 5, 21, 4, 6, 39, 24, 27, 1, 0],101.75161809301198,125
GDA,[33, 38, 9, 21, 37, 26, 25, 2, 22, 18, 12, 35, 39, 30, 13, 36, 34, 19, 6, 32, 15, 31, 17, 8, 11, 29, 23, 3, 27, 10, 7, 20, 5, 16, 4, 14, 28, 28, 2, 24, 1, 0],95.50200962815606,112
