Method,BestSol,EuclideanCost,ManhattanCost,alpha,finalTemp,initialTemp,rainSpeed,tolerance,waterFinalLevel
SA,[5, 5, 5, 3, 4, 1, 2, 0],9.019764837837084,11,0.95,1.722078277288059e-220,1000,,,
RRT,[5, 3, 4, 1, 1, 1, 2, 0],9.019764837837084,11,0.125,,,,2.2221141269690228,
GDA,[3, 2, 5, 4, 1, 0],13.233356769717778,18,,,,0.0013233356769717778,,3.8619671696715763e-13
SA,[5, 5, 3, 4, 4, 1, 2, 0],9.019764837837084,11
RRT,[5, 3, 4, 4, 1, 1, 2, 2, 0],9.019764837837084,11
GDA,[3, 2, 5, 4, 1, 0],13.233356769717778,18
SA,[5, 3, 3, 4, 1, 1, 2, 0],9.019764837837084,11
RRT,[5, 3, 3, 3, 4, 4, 1, 2, 0],9.019764837837084,11
GDA,[3, 2, 5, 4, 1, 0],13.233356769717778,18
SA,[5, 3, 4, 1, 1, 1, 1, 2, 0],9.019764837837084,11
RRT,[5, 5, 3, 3, 4, 1, 2, 0],9.019764837837084,11
GDA,[5, 3, 4, 1, 1, 1, 2, 0],9.019764837837084,11
SA,[5, 3, 4, 4, 4, 4, 1, 2, 0],9.019764837837084,11
RRT,[5, 3, 4, 4, 4, 1, 2, 0],9.019764837837084,11
GDA,[3, 2, 5, 4, 1, 0],13.233356769717778,18
