Method,BestSol,EuclideanCost,ManhattanCost,alpha,finalTemp,initialTemp,rainSpeed,tolerance,waterFinalLevel
SA,[4, 2, 5, 8, 9, 9, 6, 3, 3, 7, 0, 1],19.2892801989182,24,0.95,1.722078277288059e-220,1000,,,
RRT,[4, 2, 5, 8, 9, 6, 6, 3, 7, 0, 1],19.2892801989182,24,0.125,,,,4.7828795181050054,
GDA,[8, 3, 4, 2, 9, 7, 6, 5, 0, 1],41.49531333605567,56,,,,0.004149531333605567,,1.464191615174748e-12
SA,[4, 4, 2, 5, 8, 9, 6, 3, 7, 0, 1],19.2892801989182,24
RRT,[4, 2, 5, 5, 8, 9, 6, 3, 7, 0, 1],19.2892801989182,24
GDA,[8, 3, 4, 2, 9, 7, 6, 5, 0, 1],41.49531333605567,56
SA,[4, 2, 5, 8, 8, 9, 6, 3, 7, 0, 1],19.2892801989182,24
RRT,[4, 2, 5, 5, 8, 7, 3, 3, 6, 9, 0, 1],19.879453805634558,24
GDA,[4, 2, 5, 8, 9, 6, 6, 3, 7, 0, 1],19.2892801989182,24
SA,[4, 2, 5, 8, 9, 6, 3, 7, 7, 0, 1],19.2892801989182,24
RRT,[4, 2, 5, 8, 7, 3, 6, 9, 0, 0, 1],19.879453805634558,24
GDA,[8, 3, 4, 2, 9, 7, 6, 5, 0, 1],41.49531333605567,56
SA,[4, 2, 5, 5, 5, 8, 8, 0, 0, 0, 9, 6, 3, 7, 1],15.79669127533634,19
RRT,[4, 2, 5, 8, 9, 6, 3, 3, 7, 0, 1],19.2892801989182,24
GDA,[8, 3, 4, 2, 9, 7, 6, 5, 0, 1],41.49531333605567,56
