Method,BestSol,EuclideanCost,ManhattanCost,alpha,finalTemp,initialTemp,rainSpeed,tolerance,waterFinalLevel
SA,[13, 8, 11, 11, 5, 10, 15, 12, 17, 17, 9, 6, 1, 2, 3, 14, 7, 16, 0, 4],29.783168657497,38,0.95,1.722078277288059e-220,1000,,,
RRT,[13, 13, 8, 4, 9, 6, 16, 7, 10, 5, 11, 11, 15, 12, 12, 17, 14, 2, 1, 3, 0],35.32125453289734,43,0.125,,,,5.6984888617521925,
GDA,[12, 11, 5, 10, 10, 8, 13, 4, 9, 6, 6, 2, 1, 3, 14, 17, 7, 16, 0, 15],37.200321786047,49,,,,0.0075108690122528176,,1.1001652713837906e-11
SA,[16, 7, 10, 5, 13, 8, 11, 15, 12, 17, 14, 3, 2, 1, 6, 9, 4, 0],30.198070350615293,37
RRT,[15, 11, 13, 8, 5, 10, 7, 16, 17, 17, 12, 14, 3, 1, 2, 6, 9, 4, 0],36.45764015117942,46
GDA,[2, 3, 4, 9, 6, 17, 14, 12, 13, 8, 11, 11, 15, 5, 10, 7, 16, 0, 1],35.0001599279049,40
SA,[16, 7, 10, 5, 15, 17, 14, 12, 11, 13, 8, 4, 9, 6, 1, 2, 3, 0],30.297840574279835,36
RRT,[8, 13, 11, 15, 10, 10, 5, 17, 12, 4, 9, 6, 1, 2, 3, 14, 7, 16, 16, 0],35.36895509512391,45
GDA,[7, 16, 10, 10, 14, 17, 12, 15, 5, 11, 13, 8, 4, 9, 6, 1, 2, 3, 0],31.518728757819897,37
SA,[13, 8, 8, 11, 12, 17, 9, 6, 3, 2, 1, 1, 1, 14, 15, 5, 10, 7, 16, 0, 4],29.754796735319687,36
RRT,[4, 4, 8, 13, 10, 16, 7, 5, 11, 15, 12, 17, 17, 14, 6, 6, 9, 1, 2, 3, 0],33.75480803300361,41
GDA,[7, 16, 10, 5, 17, 12, 15, 11, 8, 13, 4, 9, 9, 6, 14, 3, 3, 2, 1, 0],31.56575716663909,39
SA,[10, 5, 15, 17, 12, 11, 11, 13, 8, 4, 9, 6, 1, 2, 3, 7, 16, 0, 14],32.64755903440695,37
RRT,[6, 9, 4, 8, 13, 11, 15, 17, 12, 5, 10, 16, 7, 14, 3, 1, 2, 0],34.05909680029271,41
GDA,[7, 16, 10, 5, 11, 15, 17, 14, 12, 8, 13, 4, 9, 6, 1, 2, 3, 0],31.559137748041003,39
