Method,BestSol,EuclideanCost,ManhattanCost,alpha,finalTemp,initialTemp,rainSpeed,tolerance,waterFinalLevel
SA,[35, 31, 16, 11, 17, 8, 38, 9, 15, 18, 13, 23, 26, 24, 39, 10, 37, 30, 33, 36, 22, 34, 12, 29, 32, 14, 19, 20, 21, 28, 25, 27, 5, 0, 7, 3, 4, 2, 1, 6],204.6158056891042,261,0.95,1000,1000,,,
RRT,[35, 31, 16, 11, 17, 8, 38, 9, 15, 18, 13, 23, 26, 24, 39, 10, 37, 30, 33, 36, 22, 34, 12, 29, 32, 14, 19, 20, 21, 28, 25, 27, 5, 0, 7, 3, 4, 2, 1, 6],204.6158056891042,261,0.125,,,,25.576975711138026,
GDA,[35, 31, 16, 11, 17, 8, 38, 9, 15, 18, 13, 23, 26, 24, 39, 10, 37, 30, 33, 36, 22, 34, 12, 29, 32, 14, 19, 20, 21, 28, 25, 27, 5, 0, 7, 3, 4, 2, 1, 6],204.6158056891042,261,,,,0.020461580568910422,,204.6158056891042
SA,[35, 31, 16, 11, 17, 8, 38, 9, 15, 18, 13, 23, 26, 24, 39, 10, 37, 30, 33, 36, 22, 34, 12, 29, 32, 14, 19, 20, 21, 28, 25, 27, 5, 0, 7, 3, 4, 2, 1, 6],204.6158056891042,261
RRT,[35, 31, 16, 11, 17, 8, 38, 9, 15, 18, 13, 23, 26, 24, 39, 10, 37, 30, 33, 36, 22, 34, 12, 29, 32, 14, 19, 20, 21, 28, 25, 27, 5, 0, 7, 3, 4, 2, 1, 6],204.6158056891042,261
GDA,[35, 31, 16, 11, 17, 8, 38, 9, 15, 18, 13, 23, 26, 24, 39, 10, 37, 30, 33, 36, 22, 34, 12, 29, 32, 14, 19, 20, 21, 28, 25, 27, 5, 0, 7, 3, 4, 2, 1, 6],204.6158056891042,261
SA,[35, 31, 16, 11, 17, 8, 38, 9, 15, 18, 13, 23, 26, 24, 39, 10, 37, 30, 33, 36, 22, 34, 12, 29, 32, 14, 19, 20, 21, 28, 25, 27, 5, 0, 7, 3, 4, 2, 1, 6],204.6158056891042,261
RRT,[35, 31, 16, 11, 17, 8, 38, 9, 15, 18, 13, 23, 26, 24, 39, 10, 37, 30, 33, 36, 22, 34, 12, 29, 32, 14, 19, 20, 21, 28, 25, 27, 5, 0, 7, 3, 4, 2, 1, 6],204.6158056891042,261
GDA,[35, 31, 16, 11, 17, 8, 38, 9, 15, 18, 13, 23, 26, 24, 39, 10, 37, 30, 33, 36, 22, 34, 12, 29, 32, 14, 19, 20, 21, 28, 25, 27, 5, 0, 7, 3, 4, 2, 1, 6],204.6158056891042,261
SA,[35, 31, 16, 11, 17, 8, 38, 9, 15, 18, 13, 23, 26, 24, 39, 10, 37, 30, 33, 36, 22, 34, 12, 29, 32, 14, 19, 20, 21, 28, 25, 27, 5, 0, 7, 3, 4, 2, 1, 6],204.6158056891042,261
RRT,[35, 31, 16, 11, 17, 8, 38, 9, 15, 18, 13, 23, 26, 24, 39, 10, 37, 30, 33, 36, 22, 34, 12, 29, 32, 14, 19, 20, 21, 28, 25, 27, 5, 0, 7, 3, 4, 2, 1, 6],204.6158056891042,261
GDA,[35, 31, 16, 11, 17, 8, 38, 9, 15, 18, 13, 23, 26, 24, 39, 10, 37, 30, 33, 36, 22, 34, 12, 29, 32, 14, 19, 20, 21, 28, 25, 27, 5, 0, 7, 3, 4, 2, 1, 6],204.6158056891042,261
SA,[35, 31, 16, 11, 17, 8, 38, 9, 15, 18, 13, 23, 26, 24, 39, 10, 37, 30, 33, 36, 22, 34, 12, 29, 32, 14, 19, 20, 21, 28, 25, 27, 5, 0, 7, 3, 4, 2, 1, 6],204.6158056891042,261
RRT,[35, 31, 16, 11, 17, 8, 38, 9, 15, 18, 13, 23, 26, 24, 39, 10, 37, 30, 33, 36, 22, 34, 12, 29, 32, 14, 19, 20, 21, 28, 25, 27, 5, 0, 7, 3, 4, 2, 1, 6],204.6158056891042,261
GDA,[35, 31, 16, 11, 17, 8, 38, 9, 15, 18, 13, 23, 26, 24, 39, 10, 37, 30, 33, 36, 22, 34, 12, 29, 32, 14, 19, 20, 21, 28, 25, 27, 5, 0, 7, 3, 4, 2, 1, 6],204.6158056891042,261
