Method,BestSol,EuclideanCost,ManhattanCost,alpha,finalTemp,initialTemp,rainSpeed,tolerance,waterFinalLevel
SA,[30, 22, 4, 13, 19, 12, 23, 8, 28, 28, 21, 7, 16, 27, 26, 33, 15, 6, 9, 5, 10, 24, 18, 14, 17, 35, 32, 11, 29, 29, 2, 34, 31, 25, 1, 20, 3, 0],49.073262114491115,56,0.95,1.722078277288059e-220,1000,,,
RRT,[22, 30, 35, 17, 29, 34, 34, 25, 33, 6, 5, 24, 26, 10, 15, 25, 31, 12, 4, 13, 19, 23, 28, 21, 7, 7, 20, 16, 27, 9, 2, 11, 32, 14, 18, 0, 1, 8, 3],79.93166340728094,95,0.125,,,,8.845360521220393,
GDA,[18, 17, 33, 10, 31, 30, 4, 5, 19, 27, 21, 23, 11, 16, 8, 15, 12, 7, 35, 34, 9, 14, 26, 13, 24, 29, 25, 6, 22, 20, 28, 32, 2, 1, 0, 3],193.11922390305017,252,,,,0.019311922390305016,,2.1357228485729962e-11
SA,[29, 11, 32, 35, 17, 14, 18, 24, 10, 5, 15, 9, 6, 33, 26, 26, 20, 16, 16, 7, 21, 28, 8, 23, 12, 19, 19, 13, 4, 22, 30, 2, 34, 31, 25, 1, 3, 27, 0],52.024106734109765,63
RRT,[7, 20, 26, 20, 6, 33, 15, 9, 5, 10, 14, 17, 24, 29, 34, 31, 25, 27, 16, 21, 26, 8, 13, 4, 12, 19, 23, 22, 30, 2, 32, 11, 35, 0, 1, 3, 28, 18],87.80204353218296,106
GDA,[28, 28, 8, 12, 22, 4, 19, 13, 23, 8, 8, 16, 25, 26, 7, 21, 27, 20, 6, 33, 5, 9, 24, 10, 31, 29, 11, 32, 35, 14, 2, 34, 17, 18, 0, 1, 15, 3, 3, 30],83.7529181478982,105
SA,[25, 25, 31, 30, 22, 4, 13, 19, 12, 23, 8, 28, 21, 7, 16, 20, 27, 15, 6, 9, 5, 10, 24, 18, 14, 17, 35, 32, 11, 29, 2, 2, 34, 0, 33, 26, 3, 1],52.36521810989664,62
RRT,[18, 10, 24, 15, 26, 20, 16, 7, 21, 28, 23, 12, 6, 33, 1, 25, 27, 9, 5, 25, 8, 19, 13, 4, 22, 30, 11, 17, 14, 29, 35, 34, 2, 0, 0, 31, 1, 1, 3, 32],83.20898495650746,100
GDA,[4, 19, 13, 13, 28, 8, 16, 20, 31, 23, 12, 22, 30, 11, 32, 35, 17, 24, 10, 6, 9, 15, 33, 7, 21, 27, 27, 5, 18, 14, 34, 2, 29, 0, 25, 26, 3, 1],72.63286551736824,86
SA,[14, 18, 24, 10, 5, 9, 33, 6, 15, 27, 20, 16, 7, 7, 21, 28, 8, 23, 12, 19, 13, 4, 22, 30, 11, 32, 32, 35, 17, 29, 2, 34, 31, 25, 1, 26, 3, 0],51.20225231898307,62
RRT,[12, 19, 13, 4, 22, 30, 25, 33, 15, 9, 27, 21, 7, 8, 28, 19, 4, 23, 16, 20, 18, 14, 31, 6, 5, 24, 10, 17, 35, 35, 32, 29, 11, 2, 34, 0, 26, 26, 1, 3],82.6685456379686,99
GDA,[4, 13, 13, 12, 19, 23, 28, 8, 21, 7, 20, 16, 27, 9, 5, 10, 17, 35, 32, 29, 25, 18, 14, 11, 11, 11, 22, 30, 2, 34, 31, 33, 15, 6, 0, 3, 26, 26, 1, 24],67.93172598660747,83
SA,[31, 25, 26, 20, 27, 16, 7, 7, 21, 28, 8, 23, 12, 19, 13, 4, 22, 30, 34, 11, 32, 35, 17, 29, 14, 18, 24, 10, 5, 9, 9, 6, 33, 0, 15, 3, 1, 2],53.20225231898306,64
RRT,[27, 21, 7, 28, 8, 23, 23, 4, 13, 12, 19, 22, 30, 34, 29, 11, 35, 32, 10, 24, 3, 5, 16, 20, 15, 6, 9, 14, 2, 17, 18, 3, 33, 0, 25, 26, 25, 1, 31, 31, 3],83.29158772047013,96
GDA,[32, 11, 30, 22, 4, 12, 19, 13, 23, 8, 28, 20, 16, 7, 21, 15, 6, 5, 10, 33, 33, 26, 15, 14, 18, 24, 17, 35, 29, 34, 2, 31, 31, 0, 27, 3, 1, 25, 9],69.44680225349238,85
