Method,BestSol,EuclideanCost,ManhattanCost,alpha,finalTemp,initialTemp,rainSpeed,tolerance,waterFinalLevel
SA,[6, 7, 10, 9, 9, 9, 16, 17, 13, 3, 12, 2, 4, 15, 14, 11, 0, 5, 8, 1],33.17761738203301,40,0.95,1.722078277288059e-220,1000,,,
RRT,[5, 8, 11, 14, 4, 10, 9, 7, 6, 15, 2, 2, 12, 3, 13, 17, 17, 1, 16, 0],39.04980158520728,48,0.125,,,,5.517025972558386,
GDA,[11, 5, 8, 14, 15, 4, 12, 12, 13, 3, 2, 7, 6, 10, 9, 16, 1, 1, 17, 0],34.67677901523437,44,,,,0.00972046707278287,,6.9288602633221785e-12
SA,[14, 8, 5, 11, 12, 3, 3, 2, 4, 15, 6, 6, 7, 10, 9, 16, 16, 1, 17, 13, 0],32.562968604702135,39
RRT,[17, 16, 9, 10, 3, 13, 2, 4, 7, 6, 15, 11, 14, 8, 5, 0, 0, 12, 1],38.36696742938176,46
GDA,[15, 4, 6, 7, 10, 9, 16, 17, 13, 13, 3, 2, 12, 14, 11, 8, 5, 0, 1],35.09191860113299,42
SA,[14, 15, 4, 6, 7, 10, 10, 10, 9, 16, 17, 13, 3, 2, 12, 0, 11, 8, 5, 1],31.422980574618236,37
RRT,[13, 17, 1, 16, 9, 10, 6, 7, 3, 2, 4, 15, 14, 8, 5, 12, 0, 11, 1],38.01992476574199,45
GDA,[8, 5, 11, 14, 15, 4, 2, 6, 7, 10, 9, 9, 16, 17, 13, 3, 12, 0, 1],34.783168657497,43
SA,[9, 9, 10, 7, 6, 15, 4, 2, 2, 12, 11, 8, 5, 0, 0, 0, 3, 13, 17, 17, 1, 16, 14],34.073262114491115,41
RRT,[2, 12, 3, 13, 17, 16, 10, 9, 7, 6, 4, 15, 14, 8, 11, 0, 5, 1],36.01923663499679,45
GDA,[7, 6, 4, 15, 14, 8, 5, 11, 12, 3, 2, 10, 9, 16, 17, 13, 0, 1],38.21325014457503,48
SA,[13, 3, 17, 16, 9, 10, 7, 7, 7, 7, 6, 15, 4, 2, 12, 0, 5, 8, 11, 14, 1],32.585258234786615,39
RRT,[8, 14, 15, 4, 7, 6, 10, 17, 16, 9, 13, 13, 13, 3, 2, 2, 12, 0, 5, 11, 1],39.07784715836847,49
GDA,[12, 12, 3, 9, 10, 2, 2, 7, 6, 6, 4, 15, 11, 8, 5, 0, 13, 17, 1, 16, 14],37.5180406270747,47
