Method,BestSol,EuclideanCost,ManhattanCost,alpha,finalTemp,initialTemp,rainSpeed,tolerance,waterFinalLevel
SA,[11, 14, 13, 8, 9, 10, 12, 15, 2, 1, 6, 7, 0, 5, 4, 3],69.87509634575417,93,0.95,1000,1000,,,
RRT,[11, 14, 13, 8, 9, 10, 12, 15, 2, 1, 6, 7, 0, 5, 4, 3],69.87509634575417,93,0.125,,,,8.734387043219272,
GDA,[11, 14, 13, 8, 9, 10, 12, 15, 2, 1, 6, 7, 0, 5, 4, 3],69.87509634575417,93,,,,0.006987509634575418,,69.87509634575417
SA,[11, 14, 13, 8, 9, 10, 12, 15, 2, 1, 6, 7, 0, 5, 4, 3],69.87509634575417,93
RRT,[11, 14, 13, 8, 9, 10, 12, 15, 2, 1, 6, 7, 0, 5, 4, 3],69.87509634575417,93
GDA,[11, 14, 13, 8, 9, 10, 12, 15, 2, 1, 6, 7, 0, 5, 4, 3],69.87509634575417,93
SA,[11, 14, 13, 8, 9, 10, 12, 15, 2, 1, 6, 7, 0, 5, 4, 3],69.87509634575417,93
RRT,[11, 14, 13, 8, 9, 10, 12, 15, 2, 1, 6, 7, 0, 5, 4, 3],69.87509634575417,93
GDA,[11, 14, 13, 8, 9, 10, 12, 15, 2, 1, 6, 7, 0, 5, 4, 3],69.87509634575417,93
SA,[11, 14, 13, 8, 9, 10, 12, 15, 2, 1, 6, 7, 0, 5, 4, 3],69.87509634575417,93
RRT,[11, 14, 13, 8, 9, 10, 12, 15, 2, 1, 6, 7, 0, 5, 4, 3],69.87509634575417,93
GDA,[11, 14, 13, 8, 9, 10, 12, 15, 2, 1, 6, 7, 0, 5, 4, 3],69.87509634575417,93
SA,[11, 14, 13, 8, 9, 10, 12, 15, 2, 1, 6, 7, 0, 5, 4, 3],69.87509634575417,93
RRT,[11, 14, 13, 8, 9, 10, 12, 15, 2, 1, 6, 7, 0, 5, 4, 3],69.87509634575417,93
GDA,[11, 14, 13, 8, 9, 10, 12, 15, 2, 1, 6, 7, 0, 5, 4, 3],69.87509634575417,93
