Method,BestSol,EuclideanCost,ManhattanCost,alpha,finalTemp,initialTemp,rainSpeed,tolerance,waterFinalLevel
SA,[7, 7, 7, 7, 1, 5, 2, 6, 4, 0, 3],14.704570789056774,17,0.95,1.722078277288059e-220,1000,,,
RRT,[5, 6, 6, 6, 2, 2, 2, 4, 0, 7, 1, 3],14.74930105346567,17,0.125,,,,1.6426536775365403,
GDA,[7, 7, 1, 1, 1, 5, 2, 6, 4, 0, 0, 3],14.704570789056774,17,,,,0.002507948825878812,,-5.851794743216843e-12
SA,[7, 7, 4, 5, 5, 6, 2, 2, 2, 3, 1, 0],15.906114355209759,20
RRT,[4, 1, 1, 1, 1, 1, 5, 2, 6, 0, 7, 3],15.039529675674169,19
GDA,[7, 4, 1, 1, 1, 5, 2, 6, 0, 3],15.645080951138157,21
SA,[4, 5, 5, 5, 5, 2, 2, 6, 0, 7, 1, 3],14.34166020071207,17
RRT,[5, 5, 6, 6, 6, 2, 2, 4, 0, 7, 1, 3],14.74930105346567,17
GDA,[7, 7, 7, 4, 0, 0, 0, 0, 6, 2, 5, 1, 3],14.039529675674169,18
SA,[7, 7, 7, 1, 1, 5, 2, 6, 4, 0, 3],14.704570789056774,17
RRT,[7, 0, 0, 0, 0, 0, 0, 0, 6, 2, 5, 4, 1, 3],12.848191962583275,16
GDA,[6, 6, 6, 5, 2, 6, 2, 4, 0, 7, 1, 3],16.749301053465672,19
SA,[4, 1, 1, 1, 1, 5, 2, 6, 0, 7, 3],15.039529675674169,19
RRT,[4, 4, 5, 5, 2, 2, 2, 6, 0, 7, 1, 3],14.34166020071207,17
GDA,[5, 5, 5, 2, 6, 2, 2, 1, 4, 0, 7, 3],16.077687230463567,19
