Method,BestSol,EuclideanCost,ManhattanCost,alpha,finalTemp,initialTemp,rainSpeed,tolerance,waterFinalLevel
SA,[34, 32, 22, 33, 17, 8, 26, 15, 21, 28, 37, 30, 23, 19, 24, 10, 31, 9, 39, 18, 16, 35, 20, 38, 27, 29, 13, 36, 12, 11, 25, 14, 7, 0, 2, 5, 3, 1, 6, 4],208.74807345868282,261,0.95,1000,1000,,,
RRT,[34, 32, 22, 33, 17, 8, 26, 15, 21, 28, 37, 30, 23, 19, 24, 10, 31, 9, 39, 18, 16, 35, 20, 38, 27, 29, 13, 36, 12, 11, 25, 14, 7, 0, 2, 5, 3, 1, 6, 4],208.74807345868282,261,0.125,,,,26.093509182335353,
GDA,[34, 32, 22, 33, 17, 8, 26, 15, 21, 28, 37, 30, 23, 19, 24, 10, 31, 9, 39, 18, 16, 35, 20, 38, 27, 29, 13, 36, 12, 11, 25, 14, 7, 0, 2, 5, 3, 1, 6, 4],208.74807345868282,261,,,,0.020874807345868284,,208.74807345868282
SA,[34, 32, 22, 33, 17, 8, 26, 15, 21, 28, 37, 30, 23, 19, 24, 10, 31, 9, 39, 18, 16, 35, 20, 38, 27, 29, 13, 36, 12, 11, 25, 14, 7, 0, 2, 5, 3, 1, 6, 4],208.74807345868282,261
RRT,[34, 32, 22, 33, 17, 8, 26, 15, 21, 28, 37, 30, 23, 19, 24, 10, 31, 9, 39, 18, 16, 35, 20, 38, 27, 29, 13, 36, 12, 11, 25, 14, 7, 0, 2, 5, 3, 1, 6, 4],208.74807345868282,261
GDA,[34, 32, 22, 33, 17, 8, 26, 15, 21, 28, 37, 30, 23, 19, 24, 10, 31, 9, 39, 18, 16, 35, 20, 38, 27, 29, 13, 36, 12, 11, 25, 14, 7, 0, 2, 5, 3, 1, 6, 4],208.74807345868282,261
SA,[34, 32, 22, 33, 17, 8, 26, 15, 21, 28, 37, 30, 23, 19, 24, 10, 31, 9, 39, 18, 16, 35, 20, 38, 27, 29, 13, 36, 12, 11, 25, 14, 7, 0, 2, 5, 3, 1, 6, 4],208.74807345868282,261
RRT,[34, 32, 22, 33, 17, 8, 26, 15, 21, 28, 37, 30, 23, 19, 24, 10, 31, 9, 39, 18, 16, 35, 20, 38, 27, 29, 13, 36, 12, 11, 25, 14, 7, 0, 2, 5, 3, 1, 6, 4],208.74807345868282,261
GDA,[34, 32, 22, 33, 17, 8, 26, 15, 21, 28, 37, 30, 23, 19, 24, 10, 31, 9, 39, 18, 16, 35, 20, 38, 27, 29, 13, 36, 12, 11, 25, 14, 7, 0, 2, 5, 3, 1, 6, 4],208.74807345868282,261
SA,[34, 32, 22, 33, 17, 8, 26, 15, 21, 28, 37, 30, 23, 19, 24, 10, 31, 9, 39, 18, 16, 35, 20, 38, 27, 29, 13, 36, 12, 11, 25, 14, 7, 0, 2, 5, 3, 1, 6, 4],208.74807345868282,261
RRT,[34, 32, 22, 33, 17, 8, 26, 15, 21, 28, 37, 30, 23, 19, 24, 10, 31, 9, 39, 18, 16, 35, 20, 38, 27, 29, 13, 36, 12, 11, 25, 14, 7, 0, 2, 5, 3, 1, 6, 4],208.74807345868282,261
GDA,[34, 32, 22, 33, 17, 8, 26, 15, 21, 28, 37, 30, 23, 19, 24, 10, 31, 9, 39, 18, 16, 35, 20, 38, 27, 29, 13, 36, 12, 11, 25, 14, 7, 0, 2, 5, 3, 1, 6, 4],208.74807345868282,261
SA,[34, 32, 22, 33, 17, 8, 26, 15, 21, 28, 37, 30, 23, 19, 24, 10, 31, 9, 39, 18, 16, 35, 20, 38, 27, 29, 13, 36, 12, 11, 25, 14, 7, 0, 2, 5, 3, 1, 6, 4],208.74807345868282,261
RRT,[34, 32, 22, 33, 17, 8, 26, 15, 21, 28, 37, 30, 23, 19, 24, 10, 31, 9, 39, 18, 16, 35, 20, 38, 27, 29, 13, 36, 12, 11, 25, 14, 7, 0, 2, 5, 3, 1, 6, 4],208.74807345868282,261
GDA,[34, 32, 22, 33, 17, 8, 26, 15, 21, 28, 37, 30, 23, 19, 24, 10, 31, 9, 39, 18, 16, 35, 20, 38, 27, 29, 13, 36, 12, 11, 25, 14, 7, 0, 2, 5, 3, 1, 6, 4],208.74807345868282,261
