Method,BestSol,EuclideanCost,ManhattanCost,alpha,finalTemp,initialTemp,rainSpeed,tolerance,waterFinalLevel
SA,[22, 15, 8, 23, 9, 19, 18, 21, 10, 16, 11, 17, 20, 13, 14, 12, 3, 2, 7, 0, 6, 5, 4, 1],109.64061737184058,138,0.95,1000,1000,,,
RRT,[22, 15, 8, 23, 9, 19, 18, 21, 10, 16, 11, 17, 20, 13, 14, 12, 3, 2, 7, 0, 6, 5, 4, 1],109.64061737184058,138,0.125,,,,13.705077171480072,
GDA,[22, 15, 8, 23, 9, 19, 18, 21, 10, 16, 11, 17, 20, 13, 14, 12, 3, 2, 7, 0, 6, 5, 4, 1],109.64061737184058,138,,,,0.010964061737184057,,109.64061737184058
SA,[22, 15, 8, 23, 9, 19, 18, 21, 10, 16, 11, 17, 20, 13, 14, 12, 3, 2, 7, 0, 6, 5, 4, 1],109.64061737184058,138
RRT,[22, 15, 8, 23, 9, 19, 18, 21, 10, 16, 11, 17, 20, 13, 14, 12, 3, 2, 7, 0, 6, 5, 4, 1],109.64061737184058,138
GDA,[22, 15, 8, 23, 9, 19, 18, 21, 10, 16, 11, 17, 20, 13, 14, 12, 3, 2, 7, 0, 6, 5, 4, 1],109.64061737184058,138
SA,[22, 15, 8, 23, 9, 19, 18, 21, 10, 16, 11, 17, 20, 13, 14, 12, 3, 2, 7, 0, 6, 5, 4, 1],109.64061737184058,138
RRT,[22, 15, 8, 23, 9, 19, 18, 21, 10, 16, 11, 17, 20, 13, 14, 12, 3, 2, 7, 0, 6, 5, 4, 1],109.64061737184058,138
GDA,[22, 15, 8, 23, 9, 19, 18, 21, 10, 16, 11, 17, 20, 13, 14, 12, 3, 2, 7, 0, 6, 5, 4, 1],109.64061737184058,138
SA,[22, 15, 8, 23, 9, 19, 18, 21, 10, 16, 11, 17, 20, 13, 14, 12, 3, 2, 7, 0, 6, 5, 4, 1],109.64061737184058,138
RRT,[22, 15, 8, 23, 9, 19, 18, 21, 10, 16, 11, 17, 20, 13, 14, 12, 3, 2, 7, 0, 6, 5, 4, 1],109.64061737184058,138
GDA,[22, 15, 8, 23, 9, 19, 18, 21, 10, 16, 11, 17, 20, 13, 14, 12, 3, 2, 7, 0, 6, 5, 4, 1],109.64061737184058,138
SA,[22, 15, 8, 23, 9, 19, 18, 21, 10, 16, 11, 17, 20, 13, 14, 12, 3, 2, 7, 0, 6, 5, 4, 1],109.64061737184058,138
RRT,[22, 15, 8, 23, 9, 19, 18, 21, 10, 16, 11, 17, 20, 13, 14, 12, 3, 2, 7, 0, 6, 5, 4, 1],109.64061737184058,138
GDA,[22, 15, 8, 23, 9, 19, 18, 21, 10, 16, 11, 17, 20, 13, 14, 12, 3, 2, 7, 0, 6, 5, 4, 1],109.64061737184058,138
