Method,BestSol,EuclideanCost,ManhattanCost,alpha,finalTemp,initialTemp,rainSpeed,tolerance,waterFinalLevel
SA,[5, 3, 3, 3, 3, 1, 4, 0, 2],10.39834563766817,12,0.95,1.722078277288059e-220,1000,,,
RRT,[5, 3, 1, 1, 1, 4, 0, 2],10.39834563766817,12,0.125,,,,3.6885502851337835,
GDA,[5, 5, 5, 3, 1, 4, 0, 2],10.39834563766817,12,,,,0.002181913190966076,,-2.8595216472471208e-12
SA,[5, 3, 3, 3, 3, 1, 4, 0, 0, 2],10.39834563766817,12
RRT,[5, 5, 5, 5, 3, 1, 4, 0, 2],10.39834563766817,12
GDA,[5, 5, 3, 1, 1, 4, 0, 0, 2],10.39834563766817,12
SA,[5, 3, 3, 1, 1, 4, 4, 0, 2],10.39834563766817,12
RRT,[5, 5, 3, 3, 1, 4, 0, 2],10.39834563766817,12
GDA,[5, 5, 5, 3, 1, 4, 0, 2],10.39834563766817,12
SA,[5, 3, 1, 1, 1, 4, 0, 2],10.39834563766817,12
RRT,[5, 5, 5, 3, 1, 4, 0, 2],10.39834563766817,12
GDA,[5, 3, 3, 1, 1, 4, 0, 2],10.39834563766817,12
SA,[5, 3, 3, 1, 1, 4, 0, 2],10.39834563766817,12
RRT,[5, 3, 1, 1, 1, 4, 0, 2],10.39834563766817,12
GDA,[5, 5, 3, 3, 1, 4, 0, 2],10.39834563766817,12
