Method,BestSol,EuclideanCost,ManhattanCost,alpha,finalTemp,initialTemp,rainSpeed,tolerance,waterFinalLevel
SA,[18, 18, 8, 38, 36, 36, 22, 21, 29, 32, 14, 26, 31, 31, 31, 17, 24, 10, 9, 30, 28, 37, 27, 19, 3, 33, 35, 16, 15, 13, 11, 20, 1, 34, 6, 4, 25, 7, 5, 23, 12, 39, 0, 2],62.78600438188924,74,0.95,1.722078277288059e-220,1000,,,
RRT,[31, 34, 34, 29, 22, 29, 32, 20, 9, 28, 14, 26, 24, 17, 26, 30, 37, 10, 27, 19, 39, 23, 21, 15, 12, 3, 35, 16, 15, 36, 38, 8, 18, 4, 6, 7, 11, 1, 25, 0, 11, 5, 13, 33, 2],91.59409367558834,107,0.125,,,,5.9576170459603635,
GDA,[36, 21, 22, 25, 32, 29, 11, 15, 13, 16, 12, 39, 28, 9, 26, 31, 31, 17, 24, 10, 30, 19, 27, 23, 37, 18, 38, 8, 6, 6, 1, 1, 14, 34, 4, 20, 7, 5, 3, 33, 35, 2, 0],91.79060284005519,115,,,,0.0194540554844942,,4.1380870952067994e-11
SA,[19, 27, 0, 39, 37, 37, 9, 9, 10, 24, 26, 14, 14, 14, 30, 28, 23, 33, 35, 16, 29, 29, 29, 25, 22, 22, 36, 36, 38, 6, 31, 32, 20, 7, 1, 34, 4, 18, 8, 21, 15, 2, 13, 13, 11, 5, 12, 3, 0, 17],71.1928945245711,84
RRT,[27, 10, 9, 37, 26, 31, 24, 24, 17, 32, 20, 28, 13, 11, 33, 33, 35, 16, 22, 21, 38, 36, 8, 18, 15, 12, 23, 28, 30, 32, 14, 34, 34, 4, 6, 7, 29, 1, 25, 2, 5, 3, 39, 0, 19],93.10838602168523,111
GDA,[10, 9, 30, 37, 20, 20, 20, 34, 29, 8, 25, 1, 32, 14, 26, 31, 31, 17, 24, 27, 27, 19, 39, 12, 15, 35, 33, 3, 23, 11, 21, 1, 22, 36, 38, 18, 4, 6, 28, 7, 13, 5, 2, 16, 0],78.54215865886837,98
SA,[19, 19, 19, 19, 27, 37, 30, 30, 9, 9, 10, 24, 17, 26, 31, 14, 32, 34, 25, 29, 11, 12, 3, 33, 35, 16, 15, 13, 21, 21, 22, 36, 38, 8, 18, 4, 6, 1, 7, 20, 28, 0, 39, 23, 5, 2],58.09298024334961,68
RRT,[24, 10, 28, 37, 20, 34, 29, 22, 22, 38, 8, 18, 36, 21, 14, 17, 31, 26, 9, 27, 19, 39, 23, 32, 11, 12, 33, 35, 16, 13, 30, 30, 1, 38, 4, 6, 25, 7, 5, 15, 3, 2, 0],97.931776204053,122
GDA,[24, 26, 17, 31, 32, 10, 30, 28, 37, 30, 37, 19, 33, 23, 29, 22, 22, 25, 34, 34, 34, 38, 36, 21, 13, 12, 12, 3, 27, 9, 6, 8, 18, 4, 34, 1, 7, 5, 15, 35, 16, 2, 11, 39, 0, 20, 20, 14],95.43398711389067,119
SA,[30, 9, 10, 24, 24, 17, 26, 31, 14, 14, 34, 32, 20, 28, 37, 27, 19, 39, 12, 12, 23, 11, 11, 13, 15, 21, 22, 36, 38, 8, 18, 18, 4, 4, 6, 1, 25, 29, 7, 5, 3, 33, 35, 16, 2, 0],58.67219397135702,67
RRT,[20, 26, 17, 24, 10, 28, 19, 33, 16, 15, 13, 11, 29, 35, 37, 9, 9, 37, 30, 14, 1, 34, 32, 25, 22, 21, 38, 38, 36, 18, 8, 6, 31, 4, 29, 1, 7, 23, 5, 0, 27, 39, 3, 12, 2],97.6987575031895,118
GDA,[28, 20, 32, 32, 11, 16, 13, 21, 22, 36, 38, 8, 18, 17, 24, 26, 31, 14, 30, 37, 9, 10, 39, 12, 3, 33, 35, 15, 29, 25, 6, 34, 1, 7, 29, 32, 27, 5, 2, 23, 0, 19, 4],86.58103434049956,104
SA,[8, 38, 36, 22, 25, 29, 11, 28, 20, 20, 32, 14, 31, 31, 31, 26, 17, 24, 10, 9, 30, 30, 37, 27, 19, 19, 39, 12, 3, 33, 35, 16, 13, 13, 13, 23, 5, 5, 2, 15, 21, 7, 1, 34, 6, 4, 18, 0],61.364529979151456,73
RRT,[19, 23, 29, 21, 13, 11, 12, 33, 16, 35, 32, 28, 28, 30, 10, 27, 39, 37, 9, 17, 24, 26, 14, 30, 9, 20, 25, 7, 34, 6, 31, 36, 38, 4, 18, 8, 1, 7, 22, 5, 3, 2, 15, 0],92.86491272899764,112
GDA,[15, 11, 23, 12, 19, 27, 9, 10, 9, 28, 37, 30, 30, 20, 1, 29, 22, 21, 16, 36, 38, 25, 17, 17, 24, 26, 26, 14, 32, 6, 31, 34, 18, 4, 8, 1, 7, 13, 5, 2, 33, 3, 39, 0, 35],85.44761899788685,106
