Method,BestSol,EuclideanCost,ManhattanCost,alpha,finalTemp,initialTemp,rainSpeed,tolerance,waterFinalLevel
SA,[5, 9, 7, 4, 6, 2, 2, 3, 0, 8, 1],23.540481261399123,29,0.95,1.722078277288059e-220,1000,,,
RRT,[3, 2, 9, 5, 7, 4, 6, 8, 0, 1],21.54203286766569,28,0.125,,,,4.531389559183096,
GDA,[3, 2, 2, 9, 5, 7, 7, 4, 4, 6, 8, 0, 1],21.54203286766569,28,,,,0.003371030495548008,,1.963527430925982e-12
SA,[3, 2, 2, 6, 6, 8, 4, 7, 9, 5, 1, 0],21.001174407666227,27
RRT,[3, 2, 2, 9, 5, 7, 4, 6, 8, 0, 1],21.54203286766569,28
GDA,[3, 2, 6, 8, 4, 7, 9, 9, 5, 1, 0],21.001174407666227,27
SA,[3, 2, 9, 5, 5, 7, 4, 6, 8, 0, 1],21.54203286766569,28
RRT,[3, 2, 9, 5, 7, 4, 6, 8, 0, 1],21.54203286766569,28
GDA,[3, 2, 9, 5, 7, 4, 6, 8, 0, 1],21.54203286766569,28
SA,[5, 5, 9, 7, 4, 8, 0, 0, 0, 6, 2, 3, 1],21.444448022961833,28
RRT,[3, 2, 6, 8, 4, 7, 9, 5, 1, 1, 0],21.001174407666227,27
GDA,[3, 2, 6, 8, 4, 4, 7, 9, 5, 1, 0],21.001174407666227,27
SA,[3, 2, 9, 5, 7, 4, 6, 8, 0, 1],21.54203286766569,28
RRT,[3, 2, 2, 6, 8, 4, 7, 9, 5, 1, 0],21.001174407666227,27
GDA,[3, 2, 9, 5, 7, 4, 6, 8, 0, 1],21.54203286766569,28
