Method,BestSol,EuclideanCost,ManhattanCost,alpha,finalTemp,initialTemp,rainSpeed,tolerance,waterFinalLevel
SA,[9, 10, 24, 6, 18, 5, 31, 22, 33, 21, 11, 25, 8, 28, 13, 32, 17, 30, 29, 15, 19, 2, 20, 14, 7, 16, 4, 26, 23, 12, 12, 27, 3, 0, 1],49.08640753373011,58,0.95,1.722078277288059e-220,1000,,,
RRT,[7, 16, 14, 32, 21, 13, 28, 8, 25, 20, 2, 19, 17, 30, 29, 15, 11, 9, 31, 22, 31, 5, 27, 12, 23, 10, 24, 3, 33, 18, 6, 0, 26, 4, 1],77.89369703629326,96,0.125,,,,7.95613042116582,
GDA,[11, 21, 13, 32, 21, 21, 22, 33, 31, 31, 5, 10, 6, 18, 24, 27, 3, 12, 23, 26, 16, 4, 20, 2, 19, 15, 29, 28, 8, 25, 9, 0, 7, 17, 1, 30, 14],69.59066004520673,81,,,,0.019772938152289463,,-2.318779890320144e-11
SA,[24, 10, 9, 7, 16, 4, 26, 23, 12, 27, 3, 6, 18, 5, 31, 22, 33, 21, 13, 32, 28, 8, 11, 25, 14, 14, 20, 2, 19, 15, 17, 17, 29, 1, 30, 0],48.21982285419452,57
RRT,[16, 4, 7, 26, 6, 23, 12, 27, 9, 15, 20, 2, 19, 14, 29, 30, 25, 17, 13, 32, 21, 33, 31, 22, 5, 11, 21, 28, 8, 24, 18, 3, 6, 10, 0, 1],83.72435630171942,103
GDA,[11, 25, 9, 28, 21, 33, 13, 32, 17, 30, 19, 15, 29, 8, 14, 20, 2, 16, 7, 7, 10, 24, 3, 23, 12, 27, 5, 22, 31, 18, 6, 0, 0, 26, 4, 1],69.81464007375611,86
SA,[11, 25, 8, 28, 32, 13, 21, 33, 22, 31, 5, 9, 10, 24, 18, 6, 3, 27, 12, 23, 26, 4, 4, 16, 16, 7, 20, 2, 14, 17, 15, 15, 19, 29, 1, 30, 0],50.9155227892215,59
RRT,[2, 14, 20, 19, 30, 29, 28, 15, 17, 25, 11, 9, 33, 31, 22, 17, 32, 8, 13, 21, 5, 18, 10, 3, 16, 4, 7, 26, 23, 12, 27, 6, 24, 0, 1],79.90302357480842,97
GDA,[10, 9, 33, 31, 22, 5, 18, 3, 24, 6, 14, 29, 30, 19, 2, 20, 20, 13, 21, 28, 17, 32, 15, 15, 11, 8, 25, 16, 7, 27, 23, 12, 0, 26, 4, 1],79.05038170223978,93
SA,[26, 4, 16, 7, 14, 2, 2, 20, 19, 29, 29, 15, 25, 9, 10, 24, 12, 23, 27, 3, 6, 18, 5, 31, 22, 33, 21, 11, 8, 28, 13, 32, 17, 1, 30, 0],52.34646775182088,61
RRT,[30, 17, 2, 19, 8, 25, 11, 21, 28, 13, 32, 29, 15, 14, 10, 24, 22, 33, 5, 31, 6, 3, 26, 7, 16, 20, 4, 27, 27, 18, 9, 0, 23, 12, 1],84.27408561574867,103
GDA,[12, 23, 23, 27, 24, 18, 6, 3, 10, 11, 33, 28, 13, 20, 4, 26, 16, 7, 9, 31, 22, 31, 5, 21, 32, 17, 15, 15, 19, 2, 14, 25, 8, 1, 29, 30, 0],75.22898880134359,97
SA,[33, 22, 31, 5, 9, 25, 8, 11, 28, 21, 13, 32, 17, 29, 30, 15, 15, 19, 2, 20, 14, 7, 16, 4, 26, 23, 12, 27, 3, 6, 18, 24, 10, 0, 1],49.09298024334961,59
RRT,[20, 2, 19, 17, 17, 8, 25, 30, 13, 28, 28, 5, 18, 3, 10, 9, 6, 24, 27, 12, 23, 26, 4, 16, 7, 14, 29, 15, 21, 11, 22, 31, 33, 1, 32, 0],77.43259564551347,93
GDA,[26, 4, 23, 12, 25, 10, 24, 6, 3, 27, 9, 24, 18, 5, 33, 22, 31, 13, 28, 11, 21, 8, 32, 17, 30, 29, 19, 14, 15, 2, 20, 16, 7, 0, 1],77.50035666295247,97
