Method,BestSol,EuclideanCost,ManhattanCost,alpha,finalTemp,initialTemp,rainSpeed,tolerance,waterFinalLevel
SA,[17, 23, 10, 20, 16, 12, 8, 19, 21, 22, 22, 22, 11, 15, 5, 3, 18, 0, 0, 14, 1, 4, 7, 9, 6, 13, 2],49.307307014954084,59,0.95,1.722078277288059e-220,1000,,,
RRT,[9, 13, 9, 9, 9, 21, 12, 12, 16, 8, 11, 15, 22, 20, 5, 3, 3, 18, 17, 0, 23, 10, 14, 7, 1, 4, 19, 6, 2],56.647108185721585,73,0.125,,,,6.262727473966455,
GDA,[13, 21, 19, 8, 15, 11, 22, 16, 16, 20, 20, 14, 10, 23, 17, 0, 18, 3, 5, 12, 9, 6, 7, 1, 4, 2],51.697366012664034,65,,,,0.011829360321479406,,-2.1272306832686994e-11
SA,[10, 20, 16, 16, 19, 19, 21, 9, 22, 11, 11, 15, 8, 12, 5, 3, 18, 17, 0, 23, 14, 1, 1, 4, 7, 6, 13, 2],47.09351734770657,58
RRT,[21, 13, 9, 19, 20, 16, 18, 12, 8, 22, 11, 11, 11, 15, 5, 3, 17, 23, 0, 14, 14, 10, 7, 1, 4, 6, 2],51.85979469922064,63
GDA,[12, 15, 11, 22, 6, 13, 21, 19, 8, 20, 16, 14, 10, 10, 17, 23, 0, 18, 18, 3, 5, 5, 5, 2, 9, 6, 7, 1, 4],59.82181660766476,69
SA,[17, 17, 23, 23, 10, 20, 16, 8, 8, 22, 15, 12, 5, 5, 5, 3, 18, 0, 14, 1, 7, 19, 21, 9, 6, 13, 11, 11, 2, 4],46.718673555251016,53
RRT,[20, 16, 12, 11, 15, 22, 8, 8, 18, 3, 3, 18, 23, 17, 0, 0, 5, 10, 10, 14, 7, 1, 4, 21, 19, 21, 9, 13, 6, 2],53.70966317351823,64
GDA,[16, 20, 18, 8, 12, 15, 11, 11, 22, 22, 22, 19, 10, 14, 23, 23, 0, 17, 3, 5, 13, 6, 9, 21, 7, 1, 4, 2],56.505151566576615,71
SA,[18, 17, 23, 10, 20, 16, 8, 15, 11, 22, 22, 22, 22, 21, 9, 13, 13, 6, 6, 19, 7, 1, 14, 0, 12, 3, 5, 2, 4],47.6058711312738,59
RRT,[17, 0, 0, 0, 22, 11, 15, 8, 18, 16, 10, 20, 12, 3, 5, 11, 21, 9, 13, 13, 6, 19, 7, 4, 1, 14, 0, 23, 2],58.43252872022849,72
GDA,[15, 11, 22, 8, 8, 19, 16, 10, 20, 18, 18, 3, 8, 8, 5, 12, 18, 17, 0, 23, 1, 4, 14, 7, 21, 9, 6, 13, 2],53.62413855932605,64
SA,[13, 13, 9, 21, 19, 16, 8, 22, 11, 15, 3, 18, 17, 23, 23, 0, 20, 10, 10, 14, 1, 1, 4, 4, 7, 12, 12, 5, 2, 6],46.443919820121536,60
RRT,[9, 13, 21, 8, 16, 20, 12, 3, 3, 18, 3, 15, 11, 22, 5, 17, 23, 0, 10, 14, 1, 4, 7, 21, 19, 6, 2],54.355125475760865,69
GDA,[19, 21, 19, 16, 14, 10, 10, 20, 22, 8, 12, 3, 18, 18, 17, 0, 23, 5, 11, 15, 9, 6, 13, 7, 1, 4, 2],56.200170781807046,66
