Method,BestSol,EuclideanCost,ManhattanCost,alpha,finalTemp,initialTemp,rainSpeed,tolerance,waterFinalLevel
SA,[5, 5, 8, 7, 4, 10, 0, 9, 3, 3, 11, 6, 1, 2],29.04524783343725,38,0.95,1.722078277288059e-220,1000,,,
RRT,[5, 8, 1, 7, 4, 10, 0, 9, 11, 3, 6, 1, 2],29.79603443669847,38,0.125,,,,6.729897398190036,
GDA,[6, 6, 11, 9, 9, 0, 0, 10, 7, 4, 2, 8, 5, 1, 3],28.783168657497004,37,,,,0.004828900629752448,,-7.938627186176994e-12
SA,[8, 8, 5, 5, 5, 6, 6, 6, 11, 3, 9, 0, 10, 7, 4, 2, 1],27.54710067999721,35
RRT,[7, 7, 7, 7, 4, 10, 0, 9, 11, 3, 6, 5, 8, 1, 2],25.67292881108081,31
GDA,[5, 5, 8, 7, 4, 10, 0, 0, 9, 11, 3, 6, 1, 2],29.45288868619085,38
SA,[9, 9, 9, 9, 9, 9, 0, 10, 7, 4, 2, 8, 1, 6, 3, 11, 5],29.841779180868684,37
RRT,[7, 4, 4, 10, 0, 0, 0, 9, 6, 11, 3, 1, 5, 8, 8, 2],26.600375449419783,34
GDA,[4, 7, 7, 10, 10, 10, 0, 9, 6, 11, 3, 5, 1, 8, 2],27.620890997328623,35
SA,[11, 7, 7, 7, 4, 10, 0, 9, 9, 3, 6, 1, 8, 5, 2],29.298735341908536,37
RRT,[5, 8, 4, 4, 7, 10, 0, 9, 11, 3, 6, 1, 2],30.623773430699462,40
GDA,[5, 6, 6, 9, 7, 10, 10, 4, 4, 2, 2, 8, 1, 3, 11, 0],35.863111463997896,43
SA,[8, 8, 5, 5, 6, 6, 11, 11, 3, 3, 9, 0, 10, 7, 4, 2, 1],27.54710067999721,35
RRT,[5, 6, 6, 11, 9, 0, 0, 10, 7, 4, 2, 8, 1, 3],32.36895509512391,40
GDA,[11, 6, 9, 9, 0, 0, 0, 0, 10, 7, 4, 2, 1, 8, 5, 5, 3],28.467974608716695,37
