Method,BestSol,EuclideanCost,ManhattanCost,alpha,finalTemp,initialTemp,rainSpeed,tolerance,waterFinalLevel
SA,[4, 4, 4, 5, 15, 18, 16, 14, 7, 11, 17, 10, 10, 10, 8, 19, 12, 13, 9, 3, 6, 2, 1, 0],34.07496472499763,40,0.95,1.722078277288059e-220,1000,,,
RRT,[5, 4, 15, 18, 16, 14, 11, 11, 7, 17, 17, 10, 19, 8, 12, 6, 1, 2, 9, 3, 13, 0],41.657014177397286,49,0.125,,,,9.56893580229773,
GDA,[15, 5, 4, 9, 9, 9, 19, 17, 14, 16, 18, 7, 11, 10, 10, 8, 12, 13, 6, 3, 2, 1, 0],37.6580286571586,46,,,,0.007640747431570583,,-2.0935857214521292e-13
SA,[15, 5, 4, 7, 19, 13, 13, 12, 12, 8, 10, 10, 17, 11, 14, 16, 18, 9, 3, 3, 6, 2, 1, 0],38.440364694295056,44
RRT,[4, 5, 15, 18, 17, 19, 8, 10, 11, 7, 16, 14, 14, 14, 13, 12, 1, 2, 6, 3, 9, 0],44.58183440319919,52
GDA,[5, 15, 4, 9, 7, 18, 16, 14, 10, 19, 17, 11, 19, 8, 12, 13, 6, 2, 1, 3, 0],42.66732387224403,51
SA,[12, 13, 8, 19, 17, 10, 11, 7, 14, 16, 16, 18, 15, 5, 4, 1, 1, 2, 6, 3, 9, 0],37.02848514110363,43
RRT,[4, 5, 15, 18, 16, 14, 14, 7, 7, 7, 11, 19, 19, 17, 10, 12, 10, 8, 13, 6, 9, 3, 2, 1, 0],41.89681914012433,48
GDA,[4, 4, 5, 15, 18, 18, 7, 10, 11, 8, 17, 19, 13, 12, 6, 1, 2, 9, 14, 16, 0, 3],43.57237703871388,54
SA,[4, 5, 15, 18, 16, 14, 7, 7, 7, 11, 17, 10, 8, 19, 12, 13, 13, 13, 13, 3, 9, 6, 2, 1, 0],34.63169110970202,40
RRT,[5, 15, 4, 7, 14, 14, 14, 18, 16, 11, 10, 10, 8, 17, 19, 12, 13, 19, 9, 3, 1, 1, 2, 6, 0],42.86775908720181,51
GDA,[15, 15, 5, 4, 9, 17, 11, 7, 18, 14, 16, 10, 8, 19, 13, 12, 6, 1, 2, 3, 0],40.44071103773457,49
SA,[14, 16, 18, 7, 11, 17, 10, 8, 19, 19, 12, 13, 9, 4, 15, 5, 1, 2, 6, 3, 0],40.66732387224403,47
RRT,[19, 12, 13, 17, 19, 8, 10, 11, 14, 16, 14, 18, 7, 5, 5, 15, 4, 1, 2, 6, 3, 9, 0],44.44509820682403,51
GDA,[5, 15, 4, 10, 8, 14, 16, 18, 7, 11, 17, 19, 13, 12, 6, 1, 2, 9, 3, 3, 0],42.30271045150984,49
