Method,BestSol,EuclideanCost,ManhattanCost,alpha,finalTemp,initialTemp,rainSpeed,tolerance,waterFinalLevel
SA,[2, 4, 6, 6, 6, 9, 0, 3, 8, 1, 1, 5, 7],19.848005547048654,25,0.95,1.722078277288059e-220,1000,,,
RRT,[9, 6, 4, 2, 2, 2, 2, 5, 8, 1, 0, 3, 7],19.23066967554652,25,0.125,,,,4.860422761018668,
GDA,[7, 2, 2, 2, 4, 4, 6, 9, 3, 0, 1, 8, 5],21.010283207217032,27,,,,0.003156720730513997,,7.809760650678843e-12
SA,[9, 6, 6, 4, 2, 7, 5, 5, 5, 1, 0, 3, 8],20.334010463327093,25
RRT,[7, 2, 2, 4, 6, 5, 8, 8, 1, 1, 0, 3, 9],18.78739606025091,24
GDA,[7, 2, 2, 2, 2, 4, 6, 5, 5, 1, 8, 0, 0, 3, 9],18.252001958675734,22
SA,[2, 4, 6, 9, 0, 0, 0, 3, 8, 1, 5, 7],19.848005547048654,25
RRT,[7, 2, 4, 6, 5, 1, 8, 8, 1, 1, 0, 3, 3, 9],19.039331962455627,24
GDA,[9, 6, 6, 4, 4, 2, 7, 5, 5, 1, 0, 3, 8],20.334010463327093,25
SA,[7, 2, 4, 4, 6, 6, 0, 3, 8, 1, 5, 9],20.47488910564186,25
RRT,[2, 4, 6, 9, 0, 3, 3, 3, 8, 1, 5, 5, 7],19.848005547048654,25
GDA,[8, 5, 7, 2, 4, 6, 9, 0, 3, 1],21.496288123495475,27
SA,[7, 2, 2, 4, 6, 6, 6, 5, 5, 1, 8, 0, 3, 9],18.252001958675734,22
RRT,[6, 4, 2, 7, 5, 5, 8, 8, 8, 1, 1, 3, 0, 9],20.27608807070061,26
GDA,[7, 2, 4, 6, 9, 9, 0, 3, 8, 1, 5],21.010283207217032,27
