Method,BestSol,EuclideanCost,ManhattanCost,alpha,finalTemp,initialTemp,rainSpeed,tolerance,waterFinalLevel
SA,[12, 14, 17, 22, 8, 20, 21, 9, 11, 19, 23, 15, 10, 18, 13, 16, 2, 5, 7, 6, 1, 4, 0, 3],117.05080497825747,145,0.95,1000,1000,,,
RRT,[12, 14, 17, 22, 8, 20, 21, 9, 11, 19, 23, 15, 10, 18, 13, 16, 2, 5, 7, 6, 1, 4, 0, 3],117.05080497825747,145,0.125,,,,14.631350622282184,
GDA,[12, 14, 17, 22, 8, 20, 21, 9, 11, 19, 23, 15, 10, 18, 13, 16, 2, 5, 7, 6, 1, 4, 0, 3],117.05080497825747,145,,,,0.011705080497825747,,117.05080497825747
SA,[12, 14, 17, 22, 8, 20, 21, 9, 11, 19, 23, 15, 10, 18, 13, 16, 2, 5, 7, 6, 1, 4, 0, 3],117.05080497825747,145
RRT,[12, 14, 17, 22, 8, 20, 21, 9, 11, 19, 23, 15, 10, 18, 13, 16, 2, 5, 7, 6, 1, 4, 0, 3],117.05080497825747,145
GDA,[12, 14, 17, 22, 8, 20, 21, 9, 11, 19, 23, 15, 10, 18, 13, 16, 2, 5, 7, 6, 1, 4, 0, 3],117.05080497825747,145
SA,[12, 14, 17, 22, 8, 20, 21, 9, 11, 19, 23, 15, 10, 18, 13, 16, 2, 5, 7, 6, 1, 4, 0, 3],117.05080497825747,145
RRT,[12, 14, 17, 22, 8, 20, 21, 9, 11, 19, 23, 15, 10, 18, 13, 16, 2, 5, 7, 6, 1, 4, 0, 3],117.05080497825747,145
GDA,[12, 14, 17, 22, 8, 20, 21, 9, 11, 19, 23, 15, 10, 18, 13, 16, 2, 5, 7, 6, 1, 4, 0, 3],117.05080497825747,145
SA,[12, 14, 17, 22, 8, 20, 21, 9, 11, 19, 23, 15, 10, 18, 13, 16, 2, 5, 7, 6, 1, 4, 0, 3],117.05080497825747,145
RRT,[12, 14, 17, 22, 8, 20, 21, 9, 11, 19, 23, 15, 10, 18, 13, 16, 2, 5, 7, 6, 1, 4, 0, 3],117.05080497825747,145
GDA,[12, 14, 17, 22, 8, 20, 21, 9, 11, 19, 23, 15, 10, 18, 13, 16, 2, 5, 7, 6, 1, 4, 0, 3],117.05080497825747,145
SA,[12, 14, 17, 22, 8, 20, 21, 9, 11, 19, 23, 15, 10, 18, 13, 16, 2, 5, 7, 6, 1, 4, 0, 3],117.05080497825747,145
RRT,[12, 14, 17, 22, 8, 20, 21, 9, 11, 19, 23, 15, 10, 18, 13, 16, 2, 5, 7, 6, 1, 4, 0, 3],117.05080497825747,145
GDA,[12, 14, 17, 22, 8, 20, 21, 9, 11, 19, 23, 15, 10, 18, 13, 16, 2, 5, 7, 6, 1, 4, 0, 3],117.05080497825747,145
