Method,BestSol,EuclideanCost,ManhattanCost,alpha,finalTemp,initialTemp,rainSpeed,tolerance,waterFinalLevel
SA,[28, 8, 30, 32, 16, 26, 11, 9, 3, 25, 10, 27, 22, 13, 2, 33, 24, 14, 5, 23, 29, 7, 15, 21, 31, 12, 6, 6, 17, 19, 0, 4, 20, 18, 1],56.462312537073856,67,0.95,1.722078277288059e-220,1000,,,
RRT,[32, 28, 30, 18, 10, 25, 16, 26, 11, 9, 3, 14, 23, 29, 7, 24, 15, 33, 19, 6, 12, 22, 22, 2, 2, 21, 13, 17, 20, 4, 8, 27, 5, 31, 1, 0],80.26148185138243,99,0.125,,,,5.565541076102908,
GDA,[16, 16, 3, 9, 9, 11, 26, 30, 28, 8, 4, 20, 18, 10, 32, 25, 22, 22, 24, 7, 23, 5, 14, 27, 14, 14, 33, 15, 2, 31, 12, 6, 19, 0, 17, 13, 21, 1, 29],66.57447746990563,80,,,,0.015662924056067323,,-3.198030035234112e-11
SA,[7, 15, 24, 27, 14, 5, 23, 3, 9, 11, 11, 26, 16, 25, 10, 32, 32, 30, 28, 8, 4, 20, 18, 18, 22, 33, 2, 13, 12, 6, 17, 0, 19, 31, 21, 21, 1, 29],54.41096285406686,65
RRT,[11, 9, 3, 5, 27, 14, 10, 4, 18, 33, 21, 21, 31, 12, 13, 24, 15, 29, 16, 25, 26, 32, 28, 8, 30, 20, 22, 2, 7, 23, 17, 0, 19, 6, 1],84.01851980775689,101
GDA,[29, 15, 7, 24, 33, 24, 14, 25, 16, 3, 26, 11, 9, 32, 10, 5, 23, 18, 30, 8, 28, 4, 12, 6, 31, 21, 2, 19, 20, 13, 22, 22, 27, 17, 0, 1],80.94820346213614,96
SA,[11, 9, 3, 3, 23, 5, 14, 25, 16, 26, 32, 28, 8, 30, 10, 27, 18, 4, 20, 22, 33, 24, 7, 15, 21, 31, 12, 6, 17, 0, 0, 19, 13, 2, 1, 29],56.64975333703257,65
RRT,[28, 32, 10, 30, 8, 4, 18, 15, 7, 29, 33, 5, 27, 24, 25, 16, 26, 9, 11, 3, 9, 23, 14, 22, 20, 19, 21, 31, 2, 13, 17, 6, 12, 0, 1],79.91366375927693,96
GDA,[9, 9, 3, 11, 16, 25, 32, 28, 8, 30, 15, 7, 33, 22, 31, 13, 2, 24, 27, 14, 18, 10, 26, 5, 23, 29, 21, 12, 6, 20, 4, 0, 19, 17, 1],75.77931645076077,91
SA,[29, 23, 3, 9, 11, 26, 32, 16, 25, 5, 14, 27, 22, 13, 2, 33, 24, 7, 15, 21, 31, 12, 6, 17, 19, 20, 18, 10, 30, 28, 8, 4, 0, 1],57.46231253707384,68
RRT,[26, 32, 25, 16, 14, 33, 5, 27, 2, 15, 31, 21, 12, 6, 24, 7, 23, 11, 11, 3, 9, 11, 10, 18, 22, 20, 4, 8, 30, 28, 17, 19, 0, 13, 1, 29],83.35764612740265,103
GDA,[28, 30, 8, 4, 13, 6, 12, 31, 21, 22, 18, 10, 27, 14, 5, 9, 3, 26, 16, 16, 32, 10, 25, 23, 24, 15, 33, 20, 19, 17, 19, 0, 2, 1, 7, 29, 11],74.940207943617,94
SA,[23, 5, 14, 24, 15, 7, 29, 21, 31, 2, 22, 33, 27, 25, 16, 3, 9, 11, 26, 32, 10, 30, 28, 8, 4, 18, 20, 13, 12, 6, 17, 19, 0, 1],57.75410860457448,66
RRT,[3, 9, 3, 23, 33, 15, 21, 31, 6, 17, 13, 12, 22, 22, 2, 25, 16, 32, 26, 11, 5, 14, 24, 27, 10, 28, 8, 30, 18, 20, 0, 19, 31, 1, 7, 29, 4],81.33210187980906,100
GDA,[31, 2, 22, 20, 13, 19, 17, 6, 6, 12, 21, 24, 33, 14, 25, 27, 16, 32, 26, 3, 9, 11, 23, 5, 10, 28, 8, 30, 4, 18, 7, 29, 15, 1, 0],76.98606194476999,94
