Method,Run,BestSol,EuclideanCost,ManhattanCost,alpha,finalTemp,initialTemp,rainSpeed,tolerance,waterFinalLevel
SA,0,[],9, 12, 14, 10, 11, 15, 8, 13
RRT,0,[],9, 12, 14, 10, 11, 15, 8, 13
GDA,0,[],9, 12, 14, 10, 11, 15, 8, 13
SA,1,[],9, 12, 14, 10, 11, 15, 8, 13
RRT,1,[],9, 12, 14, 10, 11, 15, 8, 13
GDA,1,[],9, 12, 14, 10, 11, 15, 8, 13
SA,2,[],9, 12, 14, 10, 11, 15, 8, 13
RRT,2,[],9, 12, 14, 10, 11, 15, 8, 13
GDA,2,[],9, 12, 14, 10, 11, 15, 8, 13
SA,3,[],9, 12, 14, 10, 11, 15, 8, 13
RRT,3,[],9, 12, 14, 10, 11, 15, 8, 13
GDA,3,[],9, 12, 14, 10, 11, 15, 8, 13
SA,4,[],9, 12, 14, 10, 11, 15, 8, 13
RRT,4,[],9, 12, 14, 10, 11, 15, 8, 13
GDA,4,[],9, 12, 14, 10, 11, 15, 8, 13
