Method,Run,BestSol,EuclideanCost,ManhattanCost,alpha,finalTemp,initialTemp,rainSpeed,tolerance,waterFinalLevel
SA,0,[],13, 11, 12, 14, 10, 15, 9, 8
RRT,0,[],13, 11, 12, 14, 10, 15, 9, 8
GDA,0,[],13, 11, 12, 14, 10, 15, 9, 8
SA,1,[],13, 11, 12, 14, 10, 15, 9, 8
RRT,1,[],13, 11, 12, 14, 10, 15, 9, 8
GDA,1,[],13, 11, 12, 14, 10, 15, 9, 8
SA,2,[],13, 11, 12, 14, 10, 15, 9, 8
RRT,2,[],13, 11, 12, 14, 10, 15, 9, 8
GDA,2,[],13, 11, 12, 14, 10, 15, 9, 8
SA,3,[],13, 11, 12, 14, 10, 15, 9, 8
RRT,3,[],13, 11, 12, 14, 10, 15, 9, 8
GDA,3,[],13, 11, 12, 14, 10, 15, 9, 8
SA,4,[],13, 11, 12, 14, 10, 15, 9, 8
RRT,4,[],13, 11, 12, 14, 10, 15, 9, 8
GDA,4,[],13, 11, 12, 14, 10, 15, 9, 8
