Method,Run,BestSol,EuclideanCost,ManhattanCost,alpha,finalTemp,initialTemp,rainSpeed,tolerance,waterFinalLevel
SA,0,[],11, 14, 13, 8, 9, 10, 12, 15
RRT,0,[],11, 14, 13, 8, 9, 10, 12, 15
GDA,0,[],11, 14, 13, 8, 9, 10, 12, 15
SA,1,[],11, 14, 13, 8, 9, 10, 12, 15
RRT,1,[],11, 14, 13, 8, 9, 10, 12, 15
GDA,1,[],11, 14, 13, 8, 9, 10, 12, 15
SA,2,[],11, 14, 13, 8, 9, 10, 12, 15
RRT,2,[],11, 14, 13, 8, 9, 10, 12, 15
GDA,2,[],11, 14, 13, 8, 9, 10, 12, 15
SA,3,[],11, 14, 13, 8, 9, 10, 12, 15
RRT,3,[],11, 14, 13, 8, 9, 10, 12, 15
GDA,3,[],11, 14, 13, 8, 9, 10, 12, 15
SA,4,[],11, 14, 13, 8, 9, 10, 12, 15
RRT,4,[],11, 14, 13, 8, 9, 10, 12, 15
GDA,4,[],11, 14, 13, 8, 9, 10, 12, 15
