Method,Run,BestSol,EuclideanCost,ManhattanCost,alpha,finalTemp,initialTemp,rainSpeed,tolerance,waterFinalLevel
SA,0,[],22, 15, 8, 23, 9, 19, 18, 21
RRT,0,[],22, 15, 8, 23, 9, 19, 18, 21
GDA,0,[],22, 15, 8, 23, 9, 19, 18, 21
SA,1,[],22, 15, 8, 23, 9, 19, 18, 21
RRT,1,[],22, 15, 8, 23, 9, 19, 18, 21
GDA,1,[],22, 15, 8, 23, 9, 19, 18, 21
SA,2,[],22, 15, 8, 23, 9, 19, 18, 21
RRT,2,[],22, 15, 8, 23, 9, 19, 18, 21
GDA,2,[],22, 15, 8, 23, 9, 19, 18, 21
SA,3,[],22, 15, 8, 23, 9, 19, 18, 21
RRT,3,[],22, 15, 8, 23, 9, 19, 18, 21
GDA,3,[],22, 15, 8, 23, 9, 19, 18, 21
SA,4,[],22, 15, 8, 23, 9, 19, 18, 21
RRT,4,[],22, 15, 8, 23, 9, 19, 18, 21
GDA,4,[],22, 15, 8, 23, 9, 19, 18, 21
