Method,Run,BestSol,EuclideanCost,ManhattanCost,alpha,finalTemp,initialTemp,rainSpeed,tolerance,waterFinalLevel
SA,0,[],35, 31, 16, 11, 17, 8, 38, 9
RRT,0,[],35, 31, 16, 11, 17, 8, 38, 9
GDA,0,[],35, 31, 16, 11, 17, 8, 38, 9
SA,1,[],35, 31, 16, 11, 17, 8, 38, 9
RRT,1,[],35, 31, 16, 11, 17, 8, 38, 9
GDA,1,[],35, 31, 16, 11, 17, 8, 38, 9
SA,2,[],35, 31, 16, 11, 17, 8, 38, 9
RRT,2,[],35, 31, 16, 11, 17, 8, 38, 9
GDA,2,[],35, 31, 16, 11, 17, 8, 38, 9
SA,3,[],35, 31, 16, 11, 17, 8, 38, 9
RRT,3,[],35, 31, 16, 11, 17, 8, 38, 9
GDA,3,[],35, 31, 16, 11, 17, 8, 38, 9
SA,4,[],35, 31, 16, 11, 17, 8, 38, 9
RRT,4,[],35, 31, 16, 11, 17, 8, 38, 9
GDA,4,[],35, 31, 16, 11, 17, 8, 38, 9
