Method,Run,BestSol,EuclideanCost,ManhattanCost,alpha,finalTemp,initialTemp,rainSpeed,tolerance,waterFinalLevel
SA,0,[],13, 12, 8, 10, 11, 14, 9, 15
RRT,0,[],13, 12, 8, 10, 11, 14, 9, 15
GDA,0,[],13, 12, 8, 10, 11, 14, 9, 15
SA,1,[],13, 12, 8, 10, 11, 14, 9, 15
RRT,1,[],13, 12, 8, 10, 11, 14, 9, 15
GDA,1,[],13, 12, 8, 10, 11, 14, 9, 15
SA,2,[],13, 12, 8, 10, 11, 14, 9, 15
RRT,2,[],13, 12, 8, 10, 11, 14, 9, 15
GDA,2,[],13, 12, 8, 10, 11, 14, 9, 15
SA,3,[],13, 12, 8, 10, 11, 14, 9, 15
RRT,3,[],13, 12, 8, 10, 11, 14, 9, 15
GDA,3,[],13, 12, 8, 10, 11, 14, 9, 15
SA,4,[],13, 12, 8, 10, 11, 14, 9, 15
RRT,4,[],13, 12, 8, 10, 11, 14, 9, 15
GDA,4,[],13, 12, 8, 10, 11, 14, 9, 15
