Method,Run,BestSol,EuclideanCost,ManhattanCost,alpha,finalTemp,initialTemp,rainSpeed,tolerance,waterFinalLevel
SA,0,[],34, 32, 22, 33, 17, 8, 26, 15
RRT,0,[],34, 32, 22, 33, 17, 8, 26, 15
GDA,0,[],34, 32, 22, 33, 17, 8, 26, 15
SA,1,[],34, 32, 22, 33, 17, 8, 26, 15
RRT,1,[],34, 32, 22, 33, 17, 8, 26, 15
GDA,1,[],34, 32, 22, 33, 17, 8, 26, 15
SA,2,[],34, 32, 22, 33, 17, 8, 26, 15
RRT,2,[],34, 32, 22, 33, 17, 8, 26, 15
GDA,2,[],34, 32, 22, 33, 17, 8, 26, 15
SA,3,[],34, 32, 22, 33, 17, 8, 26, 15
RRT,3,[],34, 32, 22, 33, 17, 8, 26, 15
GDA,3,[],34, 32, 22, 33, 17, 8, 26, 15
SA,4,[],34, 32, 22, 33, 17, 8, 26, 15
RRT,4,[],34, 32, 22, 33, 17, 8, 26, 15
GDA,4,[],34, 32, 22, 33, 17, 8, 26, 15
