instance_file,run_id,method_inferred,benefit,time,_source_file,Solution,alpha,beta,biggest_first,capacity_remaining,capacity_used,crossover_points,elite_number,evaluations,final_temp,first_solution,gamma,generations,ils_max_tries,improvement,improvement_pct,initial_benefit,initial_method,initial_sol,initial_sol_neighborhood,initial_temp,ls_max_tries,ls_method,method,mutation_rate,mutations_per_gene,neighborhood_names,neighborhoods,parameters,params,parent_selection,parents_per_generation,parents_survive,perturbation,refinement_heuristics,run_finding_initial_temp,run_seed,seed,solution,start_time,starting_find_temp,timestamp,two_offsprings
input/sukp07_285_300_0.10_0.75.txt,local_search_194,hill_climbing,2649,12.524872064590454,local_search.csv,,,,,20,,,,983,,,,,,980,58.71779508687837,1669,create_ratio_greedy_solution,,,,,hill_climbing,,,,,"['flip_bit', 'swap_bits']",,,,,,,['random_best_step'],,,1,,,,2025-11-15T17:23:19.937158,
input/sukp07_285_300_0.10_0.75.txt,local_search_200,variable_neighborhood_descent,2649,30.022628784179688,local_search.csv,,,,,20,,,,2464,,,,,,980,58.71779508687837,1669,create_ratio_greedy_solution,,,,,variable_neighborhood_descent,,,,,"['flip_bit', 'swap_bits']",,,,,,,"['random_best_step', 'first_best_step']",,,1,,,,2025-11-15T17:24:43.484548,
input/sukp12_400_400_0.10_0.75.txt,genetic_algorithm_44,<unknown>,513,114.33959293365479,genetic_algorithm.csv,,,,,,49362,[],1,4200,,,,20,,,,,,2419440324861595917751871758926900650962742919789727635295426322715058073952293435464255529973843834695637841134135013119,[],,,,,0.01,1,,,,,tournament,100,True,,,,4,,2419440324861595917751869628090595345827263219467118031046850763583403612669841245555924207695864845252931405904030199551,1760322933.7464714,,2025-10-12T23:37:28.086454,True
input/sukp12_400_400_0.10_0.75.txt,constructive_620,create_dep_size_greedy_solution,1032,0.0003242492675781,constructive.csv,,,,,,49706,,,1,,,,,,,,,,,,,,,create_dep_size_greedy_solution,,,,,,biggest_first=False,,,,,,,,,,,,2025-10-15T21:24:26.983702,
input/sukp12_400_400_0.10_0.75.txt,constructive_158,create_num_pack_greedy_solution,0,0.0045106410980224,constructive.csv,,,,,,49818,,,1,,,,,,,,,,,,,,,create_num_pack_greedy_solution,,,,,,default,,,,,,,,,,,,2025-10-15T12:10:43.917563,
input/sukp12_400_400_0.10_0.75.txt,constructive_157,create_pack_benefit_greedy_solution,6983,0.0064783096313476,constructive.csv,,,,,,49755,,,1,,,,,,,,,,,,,,,create_pack_benefit_greedy_solution,,,,,,default,,,,,,,,,,,,2025-10-15T12:10:43.888380,
input/sukp12_400_400_0.10_0.75.txt,constructive_171,create_randomic_solution,0,0.000298261642456,constructive.csv,,,,,,49814,,,1,,,,,,,,,,,,,,,create_randomic_solution,,,,,,{},,,,,,,,12.0,,,,2025-10-15T12:10:44.232189,
input/sukp12_400_400_0.10_0.75.txt,constructive_772,create_randomized_dep_size_greedy_solution,494,0.0026171207427978,constructive.csv,,,,,,49817,,,1,,,,,,,,,,,,,,,create_randomized_dep_size_greedy_solution,,,,,,biggest_first=True,,,,,,,,27.0,,,,2025-10-15T21:24:32.554931,
input/sukp12_400_400_0.10_0.75.txt,constructive_283,create_randomized_num_pack_greedy_solution,72,0.0062935352325439,constructive.csv,,,,,,49818,,,1,,,,,,,,,,,,,,,create_randomized_num_pack_greedy_solution,,,,,,{},,,,,,,,4.0,,,,2025-10-15T12:10:48.070531,
input/sukp12_400_400_0.10_0.75.txt,constructive_256,create_randomized_pack_benefit_greedy_solution,6848,0.0084092617034912,constructive.csv,,,,,,49801,,,1,,,,,,,,,,,,,,,create_randomized_pack_benefit_greedy_solution,,,,,,{},,,,,,,,7.0,,,,2025-10-15T12:10:47.167468,
input/sukp12_400_400_0.10_0.75.txt,constructive_217,create_randomized_ratio_greedy_solution,244,0.0103087425231933,constructive.csv,,,,,,49812,,,1,,,,,,,,,,,,,,,create_randomized_ratio_greedy_solution,,,,,,{},,,,,,,,28.0,,,,2025-10-15T12:10:45.878230,
input/sukp12_400_400_0.10_0.75.txt,constructive_155,create_ratio_greedy_solution,748,0.0084612369537353,constructive.csv,,,,,,49812,,,1,,,,,,,,,,,,,,,create_ratio_greedy_solution,,,,,,default,,,,,,,,,,,,2025-10-15T12:10:43.833206,
input/sukp18_100_100_0.15_0.85.txt,simulated_annealing_179,<unknown>,13498,6.710553646087647,simulated_annealing.csv,,0.95,1.5,,,15179,,,10001,8.610391386440295e-221,random,0.8,,,,,,,,,500.0,,,,,,,,,,,,,,,False,14,,1247833884648989648513184759807,1760386958.473777,500.0,2025-10-13T17:22:45.184366,
input/sukp18_100_100_0.15_0.85.txt,constructive_2468,create_dep_size_greedy_solution,7584,9.965896606445312e-05,constructive.csv,,,,,,14947,,,1,,,,,,,,,,,,,,,create_dep_size_greedy_solution,,,,,,biggest_first=False,,,,,,,,,,,,2025-10-15T21:26:31.332549,
input/sukp18_100_100_0.15_0.85.txt,constructive_2471,create_num_pack_greedy_solution,8947,0.0012059211730957,constructive.csv,,,,,,15178,,,1,,,,,,,,,,,,,,,create_num_pack_greedy_solution,,,,,,biggest_first=True,,,,,,,,,,,,2025-10-15T21:26:31.343621,
input/sukp18_100_100_0.15_0.85.txt,constructive_2469,create_pack_benefit_greedy_solution,9098,0.0006568431854248,constructive.csv,,,,,,15134,,,1,,,,,,,,,,,,,,,create_pack_benefit_greedy_solution,,,,,,biggest_first=True,,,,,,,,,,,,2025-10-15T21:26:31.335721,
input/sukp18_100_100_0.15_0.85.txt,constructive_2499,create_randomic_solution,7479,7.390975952148438e-05,constructive.csv,,,,,,15175,,,1,,,,,,,,,,,,,,,create_randomic_solution,,,,,,biggest_first=True,,,,,,,,26.0,,,,2025-10-15T21:26:31.402837,
input/sukp18_100_100_0.15_0.85.txt,constructive_2611,create_randomized_dep_size_greedy_solution,8491,0.0002510547637939,constructive.csv,,,,,,15188,,,1,,,,,,,,,,,,,,,create_randomized_dep_size_greedy_solution,,,,,,biggest_first=True,,,,,,,,18.0,,,,2025-10-15T21:26:31.715598,
input/sukp18_100_100_0.15_0.85.txt,constructive_2768,create_randomized_num_pack_greedy_solution,5878,0.0005552768707275,constructive.csv,,,,,,15190,,,1,,,,,,,,,,,,,,,create_randomized_num_pack_greedy_solution,,,,,,biggest_first=False,,,,,,,,25.0,,,,2025-10-15T21:26:32.149614,
input/sukp18_100_100_0.15_0.85.txt,constructive_2659,create_randomized_pack_benefit_greedy_solution,10514,0.000859260559082,constructive.csv,,,,,,15190,,,1,,,,,,,,,,,,,,,create_randomized_pack_benefit_greedy_solution,,,,,,biggest_first=True,,,,,,,,6.0,,,,2025-10-15T21:26:31.835593,
input/sukp18_100_100_0.15_0.85.txt,constructive_2547,create_randomized_ratio_greedy_solution,6833,0.0009479522705078,constructive.csv,,,,,,15049,,,1,,,,,,,,,,,,,,,create_randomized_ratio_greedy_solution,,,,,,biggest_first=True,,,,,,,,14.0,,,,2025-10-15T21:26:31.526027,
input/sukp18_100_100_0.15_0.85.txt,constructive_2465,create_ratio_greedy_solution,9422,0.000734806060791,constructive.csv,,,,,,14997,,,1,,,,,,,,,,,,,,,create_ratio_greedy_solution,,,,,,biggest_first=True,,,,,,,,,,,,2025-10-15T21:26:31.318578,
input/sukp24_300_300_0.15_0.85.txt,genetic_algorithm_39,<unknown>,1607,67.62566184997559,genetic_algorithm.csv,,,,,,45687,[],1,4200,,,,20,,,,,,2013129006923818100482026411219045886570949355488401325657832494319004382441013454332099951,[],,,,,0.01,1,,,,,tournament,100,True,,,,3,,2013129006923819895438178834120834807601412369734314337897878418117892400371863932888546797,1760322336.5583372,,2025-10-12T23:26:44.184289,True
input/sukp24_300_300_0.15_0.85.txt,constructive_928,create_dep_size_greedy_solution,504,0.0004069805145263,constructive.csv,,,,,,45678,,,1,,,,,,,,,,,,,,,create_dep_size_greedy_solution,,,,,,biggest_first=False,,,,,,,,,,,,2025-10-15T21:24:39.416983,
