instance_file,run_id,benefit,time,_source_file,capacity_used,crossover_points,elite_number,evaluations,generations,initial_sol,initial_sol_neighborhood,mutation_rate,mutations_per_gene,parent_selection,parents_per_generation,parents_survive,run_seed,solution,start_time,timestamp,two_offsprings
input/prob-software-85-100-812-12180.txt,genetic_algorithm_34,8943,7.084827184677124,genetic_algorithm.csv,12154,[],1,4200,20,1208982633815190880559889824767,[],0.01,1,tournament,100,True,7,1266103094751227154158545009631,1760322168.7018557,2025-10-12T23:22:55.786806,True
input/sukp03_100_100_0.10_0.75.txt,genetic_algorithm_42,10680,9.165030479431152,genetic_algorithm.csv,11246,[],1,4200,20,861489605558285231493332399003,[],0.01,1,tournament,100,True,5,861606260258966859805311106919,1760322894.808534,2025-10-12T23:35:03.973751,True
input/sukp06_200_200_0.10_0.75.txt,genetic_algorithm_70,4209,29.458572387695312,genetic_algorithm.csv,25553,[],0,4200,20,1575098286620608938415155078342785730497901465979593344614379,[],0.1,10,tournament,100,False,8,1571825123220941364773700785332187995494782949203448380194795,1760327570.2238827,2025-10-13T00:53:19.682762,True
input/sukp12_400_400_0.10_0.75.txt,genetic_algorithm_44,513,114.33959293365479,genetic_algorithm.csv,49362,[],1,4200,20,2419440324861595917751871758926900650962742919789727635295426322715058073952293435464255529973843834695637841134135013119,[],0.01,1,tournament,100,True,4,2419440324861595917751869628090595345827263219467118031046850763583403612669841245555924207695864845252931405904030199551,1760322933.7464714,2025-10-12T23:37:28.086454,True
input/sukp18_100_100_0.15_0.85.txt,genetic_algorithm_45,10869,9.32468056678772,genetic_algorithm.csv,15308,[],1,4200,20,1101378569183289650901753528191,[],0.01,1,tournament,100,True,4,1089377561983982726425803227123,1760323048.5954702,2025-10-12T23:37:37.920294,True
input/sukp24_300_300_0.15_0.85.txt,genetic_algorithm_39,1607,67.62566184997559,genetic_algorithm.csv,45687,[],1,4200,20,2013129006923818100482026411219045886570949355488401325657832494319004382441013454332099951,[],0.01,1,tournament,100,True,3,2013129006923819895438178834120834807601412369734314337897878418117892400371863932888546797,1760322336.5583372,2025-10-12T23:26:44.184289,True
input/sukp29_500_485_0.15_0.85.txt,genetic_algorithm_67,435,175.84445714950562,genetic_algorithm.csv,65774,[],1,4200,20,49923391653808406440581768547163933956753199477284032758759010438054368093955410543267166044302085979644215290714002466546932566539544782945909759,[],0.1,10,tournament,100,True,6,49921843545472754741553449711225209960884330517234565832279697142971673142762847974713661467678067144328272351178449119796469065196673685618949119,1760325179.1983209,2025-10-13T00:15:55.043211,True
