instance_file,ga_best,sa_best,winner,difference_pct
input/prob-software-85-100-812-12180.txt,8943,11714,SA,23.655455011097832
input/sukp03_100_100_0.10_0.75.txt,10680,13803,SA,22.625516192132146
input/sukp06_200_200_0.10_0.75.txt,4209,10104,SA,58.343230403800476
input/sukp12_400_400_0.10_0.75.txt,513,244,GA,52.43664717348928
input/sukp18_100_100_0.15_0.85.txt,10869,13498,SA,19.4769595495629
input/sukp24_300_300_0.15_0.85.txt,1607,84,GA,94.77286869943995
input/sukp29_500_485_0.15_0.85.txt,435,0,GA,100.0
